method,n,d,instance_id,LB,UB,Cuts,TotalTime,Gap%,Cost,FirstStageTime,SecondStageTime
MILP,200,AD_3,"SWNN200DAD_3R0.0001P(25, 200)I0",1689724.3333333335,1689846.0,9.0,10.81740117073059,0.0071998671279223,,,
Matheuristic,200,AD_3,"SWNN200DAD_3R0.0001P(25, 200)I0",,,,2.7077667713165283,,1725381.0,2.6750247478485107,0.0327420234680175
ILP,200,AD_3,"SWNN200DAD_3R0.0001P(25, 200)I1",1697558.25,1697647.0,9.0,16.89856791496277,0.0052278241589682,,,
MILP,200,AD_3,"SWNN200DAD_3R0.0001P(25, 200)I1",1697557.25,1697643.0,6.0,4.885049104690552,0.0050511208775932,,,
Matheuristic,200,AD_3,"SWNN200DAD_3R0.0001P(25, 200)I1",,,,3.060459852218628,,1731590.0,2.48061203956604,0.5798478126525879
ILP,200,AD_3,"SWNN200DAD_3R0.0001P(25, 200)I2",1686615.0,1686680.0,13.0,21.502760887145996,0.0038537244764863,,,
MILP,200,AD_3,"SWNN200DAD_3R0.0001P(25, 200)I2",1686604.9285714286,1686741.0,9.0,11.443457126617432,0.0080671204750084,,,
Matheuristic,200,AD_3,"SWNN200DAD_3R0.0001P(25, 200)I2",,,,4.829001426696777,,1719094.0,3.5046820640563965,1.3243193626403809
ILP,200,AD_3,"SWNN200DAD_3R0.0002P(25, 200)I0",3442876.8,3442980.0,6.0,14.097807884216309,0.0029974034121658,,,
MILP,200,AD_3,"SWNN200DAD_3R0.0002P(25, 200)I0",3442876.5,3443129.0,9.0,9.844784021377563,0.0073334458279082,,,
Matheuristic,200,AD_3,"SWNN200DAD_3R0.0002P(25, 200)I0",,,,4.99281120300293,,3453113.0,4.690155029296875,0.3026561737060547
ILP,200,AD_3,"SWNN200DAD_3R0.0002P(25, 200)I1",3446640.628865983,3446683.0,5.0,15.402796983718872,0.0012293307512506,,,
MILP,200,AD_3,"SWNN200DAD_3R0.0002P(25, 200)I1",3446640.4210526315,3446961.0,8.0,8.124194860458374,0.0093003357847258,,,
Matheuristic,200,AD_3,"SWNN200DAD_3R0.0002P(25, 200)I1",,,,7.662482976913452,,3454573.0,5.447089910507202,2.21539306640625
ILP,200,AD_3,"SWNN200DAD_3R0.0002P(25, 200)I2",3419293.0,3419293.0,1.0,11.309467077255247,0.0,,,
MILP,200,AD_3,"SWNN200DAD_3R0.0002P(25, 200)I2",3419293.0,3419293.0,1.0,3.393051862716675,0.0,,,
Matheuristic,200,AD_3,"SWNN200DAD_3R0.0002P(25, 200)I2",,,,4.357875108718872,,3427379.0,3.836595058441162,0.52128005027771
ILP,200,AD_3,"SWNN200DAD_3R0.0003P(25, 200)I0",5210703.0,5210703.0,1.0,18.267333984375,0.0,,,
MILP,200,AD_3,"SWNN200DAD_3R0.0003P(25, 200)I0",5210703.0,5210703.0,1.0,5.768229007720947,0.0,,,
Matheuristic,200,AD_3,"SWNN200DAD_3R0.0003P(25, 200)I0",,,,7.204056739807129,,5184083.0,5.9278929233551025,1.2761638164520264
ILP,200,AD_3,"SWNN200DAD_3R0.0003P(25, 200)I1",5200069.000000001,5200379.0,5.0,28.015317916870117,0.005961103988749,,,
MILP,200,AD_3,"SWNN200DAD_3R0.0003P(25, 200)I1",5200068.833333333,5200482.0,6.0,14.18359899520874,0.00794477640086,,,
Matheuristic,200,AD_3,"SWNN200DAD_3R0.0003P(25, 200)I1",,,,9.106755256652832,,5172404.0,7.265785217285156,1.840970039367676
ILP,200,AD_3,"SWNN200DAD_3R0.0003P(25, 200)I2",5215175.702641029,5215402.0,4.0,36.105064868927,0.0043390204431238,,,
MILP,200,AD_3,"SWNN200DAD_3R0.0003P(25, 200)I2",5215175.073680924,5215402.0,12.0,24.82995986938477,0.0043510801099464,,,
Matheuristic,200,AD_3,"SWNN200DAD_3R0.0003P(25, 200)I2",,,,8.642035722732544,,5188537.0,8.192535638809204,0.4495000839233398
