method,n,d,instance_id,LB,UB,Cuts,TotalTime,Gap%,Cost,FirstStageTime,SecondStageTime
ILP,300,AD_2,"SWNN300DAD_2R1e-05P(25, 200)I0",335856.0,335856.0,1.0,2.659914970397949,0.0,,,
MILP,300,AD_2,"SWNN300DAD_2R1e-05P(25, 200)I0",335856.0,335856.0,1.0,2.3198201656341553,0.0,,,
Matheuristic,300,AD_2,"SWNN300DAD_2R1e-05P(25, 200)I0",,,,8.019166946411133,,363142.0,1.4339420795440674,6.585224866867065
ILP,300,AD_2,"SWNN300DAD_2R1e-05P(25, 200)I1",331408.0,331438.0,7.0,36.823923110961914,0.0090514666393111,,,
MILP,300,AD_2,"SWNN300DAD_2R1e-05P(25, 200)I1",331406.80000000005,331438.0,11.0,43.45438599586487,0.0094135253048695,,,
Matheuristic,300,AD_2,"SWNN300DAD_2R1e-05P(25, 200)I1",,,,4.241991281509399,,358133.0,1.538668155670166,2.7033231258392334
ILP,300,AD_2,"SWNN300DAD_2R1e-05P(25, 200)I2",335420.07692307694,335452.0,14.0,75.30462384223938,0.0095164366058522,,,
MILP,300,AD_2,"SWNN300DAD_2R1e-05P(25, 200)I2",335449.7291666667,335452.0,15.0,31.62843108177185,0.0006769473228103,,,
Matheuristic,300,AD_2,"SWNN300DAD_2R1e-05P(25, 200)I2",,,,5.310768842697144,,361708.0,3.703176975250244,1.6075918674468994
ILP,300,AD_2,"SWNN300DAD_2R2e-05P(25, 200)I0",713926.0,713990.0,8.0,26.48627495765686,0.0089637109763442,,,
MILP,300,AD_2,"SWNN300DAD_2R2e-05P(25, 200)I0",713923.625,713974.0,6.0,25.61953592300415,0.0070555790546994,,,
Matheuristic,300,AD_2,"SWNN300DAD_2R2e-05P(25, 200)I0",,,,3.1111278533935547,,720294.0,1.9549458026885984,1.156182050704956
ILP,300,AD_2,"SWNN300DAD_2R2e-05P(25, 200)I1",714000.0,714057.0,7.0,63.53166699409485,0.0079825560144358,,,
MILP,300,AD_2,"SWNN300DAD_2R2e-05P(25, 200)I1",713999.7368421053,714046.0,6.0,95.98090100288393,0.0064790164631856,,,
Matheuristic,300,AD_2,"SWNN300DAD_2R2e-05P(25, 200)I1",,,,6.042320013046265,,719001.0,3.046095848083496,2.996224164962769
ILP,300,AD_2,"SWNN300DAD_2R2e-05P(25, 200)I2",715671.0,715681.0,8.0,9.883515119552612,0.0013972705716653,,,
MILP,300,AD_2,"SWNN300DAD_2R2e-05P(25, 200)I2",715643.6666666666,715711.0,6.0,31.50794291496277,0.0094078941546758,,,
Matheuristic,300,AD_2,"SWNN300DAD_2R2e-05P(25, 200)I2",,,,6.974052667617798,,722196.0,2.3515608310699463,4.622491836547852
ILP,300,AD_2,"SWNN300DAD_2R3e-05P(25, 200)I0",1092129.3333333328,1092149.0,8.0,26.913787126541138,0.001800731096875,,,
MILP,300,AD_2,"SWNN300DAD_2R3e-05P(25, 200)I0",1092128.6666666667,1092148.0,4.0,4.276909112930298,0.0017702118516222,,,
Matheuristic,300,AD_2,"SWNN300DAD_2R3e-05P(25, 200)I0",,,,4.854383707046509,,1074665.0,3.01914381980896,1.8352398872375488
ILP,300,AD_2,"SWNN300DAD_2R3e-05P(25, 200)I1",1100493.0,1100581.0,4.0,9.687535047531128,0.0079957767760846,,,
MILP,300,AD_2,"SWNN300DAD_2R3e-05P(25, 200)I1",1100492.7142857143,1100558.0,5.0,6.022921085357666,0.0059320557649556,,,
Matheuristic,300,AD_2,"SWNN300DAD_2R3e-05P(25, 200)I1",,,,3.3549787998199463,,1082651.0,3.2054038047790527,0.1495749950408935
ILP,300,AD_2,"SWNN300DAD_2R3e-05P(25, 200)I2",1106875.333333333,1106962.0,6.0,23.369330167770386,0.0078292359328483,,,
MILP,300,AD_2,"SWNN300DAD_2R3e-05P(25, 200)I2",1106875.3333333333,1106966.0,12.0,40.872517824172974,0.0081905556870531,,,
Matheuristic,300,AD_2,"SWNN300DAD_2R3e-05P(25, 200)I2",,,,7.623229265213013,,1088988.0,3.984589099884033,3.638640165328979
ILP,200,AD_2,"SWNN200DAD_2R0.0001P(25, 200)I0",710892.225,710941.0,4.0,9.50965404510498,0.0068606255652752,,,
MILP,200,AD_2,"SWNN200DAD_2R0.0001P(25, 200)I0",710891.1634615385,710931.0,9.0,12.38284993171692,0.0056034324655279,,,
Matheuristic,200,AD_2,"SWNN200DAD_2R0.0001P(25, 200)I0",,,,3.023206949234009,,739728.0,2.0130670070648193,1.0101399421691897
ILP,200,AD_2,"SWNN200DAD_2R0.0001P(25, 200)I1",718257.2857142858,718315.0,6.0,4.404051065444946,0.0080346763904697,,,
MILP,200,AD_2,"SWNN200DAD_2R0.0001P(25, 200)I1",718268.0,718325.0,8.0,9.647495985031128,0.0079351268576201,,,
Matheuristic,200,AD_2,"SWNN200DAD_2R0.0001P(25, 200)I1",,,,2.2422549724578857,,747937.0,1.8521840572357176,0.3900709152221679
ILP,200,AD_2,"SWNN200DAD_2R0.0001P(25, 200)I2",715442.0000000006,715494.0,4.0,1.730398178100586,0.0072677059485359,,,
MILP,200,AD_2,"SWNN200DAD_2R0.0001P(25, 200)I2",715440.0,715501.0,7.0,5.435884952545166,0.0085254947232778,,,
Matheuristic,200,AD_2,"SWNN200DAD_2R0.0001P(25, 200)I2",,,,2.189988136291504,,742419.0,1.3837361335754397,0.8062520027160645
ILP,200,AD_2,"SWNN200DAD_2R0.0002P(25, 200)I0",1467465.0,1467603.0,9.0,25.97923898696899,0.0094030878922978,,,
MILP,200,AD_2,"SWNN200DAD_2R0.0002P(25, 200)I0",1467386.875,1467507.0,5.0,6.264732122421265,0.0081856509031984,,,
Matheuristic,200,AD_2,"SWNN200DAD_2R0.0002P(25, 200)I0",,,,4.502238988876343,,1474454.0,3.6392412185668945,0.8629977703094482
ILP,200,AD_2,"SWNN200DAD_2R0.0002P(25, 200)I1",1472054.0,1472099.0,5.0,7.052436113357544,0.003056859626968,,,
MILP,200,AD_2,"SWNN200DAD_2R0.0002P(25, 200)I1",1472048.5196078431,1472099.0,8.0,5.366971969604492,0.0034291438386186,,,
Matheuristic,200,AD_2,"SWNN200DAD_2R0.0002P(25, 200)I1",,,,4.628467798233032,,1481239.0,2.8388726711273193,1.789595127105713
ILP,200,AD_2,"SWNN200DAD_2R0.0002P(25, 200)I2",1464558.666666669,1464677.0,8.0,11.092339992523192,0.008079141908484,,,
MILP,200,AD_2,"SWNN200DAD_2R0.0002P(25, 200)I2",1464624.4347826086,1464764.0,15.0,11.605003118515016,0.0095281709129494,,,
Matheuristic,200,AD_2,"SWNN200DAD_2R0.0002P(25, 200)I2",,,,4.127087831497192,,1474674.0,2.580717086791992,1.5463707447052002
ILP,200,AD_2,"SWNN200DAD_2R0.0003P(25, 200)I0",2232906.902777782,2233069.0,19.0,17.47609806060791,0.0072589437324757,,,
MILP,200,AD_2,"SWNN200DAD_2R0.0003P(25, 200)I0",2232938.4285714286,2233069.0,17.0,7.744400978088379,0.0058471739373643,,,
Matheuristic,200,AD_2,"SWNN200DAD_2R0.0003P(25, 200)I0",,,,4.308104038238525,,2216508.0,3.514662027359009,0.7934420108795166
ILP,200,AD_2,"SWNN200DAD_2R0.0003P(25, 200)I1",2229883.3749999977,2230086.0,25.0,33.92221784591675,0.0090859724693275,,,
MILP,200,AD_2,"SWNN200DAD_2R0.0003P(25, 200)I1",2229905.1428571427,2230093.0,12.0,11.15407395362854,0.0084237358198638,,,
Matheuristic,200,AD_2,"SWNN200DAD_2R0.0003P(25, 200)I1",,,,6.312196493148804,,2215956.0,4.508474111557007,1.8037223815917969
ILP,200,AD_2,"SWNN200DAD_2R0.0003P(25, 200)I2",2238789.0,2238934.0,11.0,19.819036960601807,0.0064762963088684,,,
MILP,200,AD_2,"SWNN200DAD_2R0.0003P(25, 200)I2",2238729.0,2238950.0,15.0,10.598191022872925,0.0098706983184081,,,
Matheuristic,200,AD_2,"SWNN200DAD_2R0.0003P(25, 200)I2",,,,5.120669841766357,,2221875.0,4.967935085296631,0.1527347564697265
ILP,100,AD_2,"SWNN100DAD_2R0.001P(25, 200)I0",434602.0,434602.0,14.0,3.739457845687866,0.0,,,
MILP,100,AD_2,"SWNN100DAD_2R0.001P(25, 200)I0",434602.0,434602.0,19.0,3.400017023086548,0.0,,,
Matheuristic,100,AD_2,"SWNN100DAD_2R0.001P(25, 200)I0",,,,2.013650894165039,,452294.0,1.9967050552368164,0.0169458389282226
ILP,100,AD_2,"SWNN100DAD_2R0.001P(25, 200)I1",433142.271523178,433168.0,6.0,1.4794771671295166,0.0059396069935841,,,
MILP,100,AD_2,"SWNN100DAD_2R0.001P(25, 200)I1",433144.0,433168.0,11.0,0.909937858581543,0.0055405754811066,,,
Matheuristic,100,AD_2,"SWNN100DAD_2R0.001P(25, 200)I1",,,,0.7781722545623779,,450630.0,0.6873941421508789,0.090778112411499
ILP,100,AD_2,"SWNN100DAD_2R0.001P(25, 200)I2",430319.0,430351.0,9.0,2.6665291786193848,0.0074357907847315,,,
MILP,100,AD_2,"SWNN100DAD_2R0.001P(25, 200)I2",430351.0,430351.0,9.0,1.868730068206787,0.0,,,
Matheuristic,100,AD_2,"SWNN100DAD_2R0.001P(25, 200)I2",,,,2.2250499725341797,,449603.0,2.2015798091888428,0.0234701633453369
ILP,100,AD_2,"SWNN100DAD_2R0.002P(25, 200)I0",894550.4705882353,894566.0,8.0,3.2645390033721924,0.0017359716068684,,,
MILP,100,AD_2,"SWNN100DAD_2R0.002P(25, 200)I0",894566.0,894566.0,13.0,1.8144989013671875,0.0,,,
Matheuristic,100,AD_2,"SWNN100DAD_2R0.002P(25, 200)I0",,,,2.163931369781494,,907104.0,2.037734031677246,0.126197338104248
ILP,100,AD_2,"SWNN100DAD_2R0.002P(25, 200)I1",905087.0,905087.0,13.0,7.17965292930603,0.0,,,
MILP,100,AD_2,"SWNN100DAD_2R0.002P(25, 200)I1",905057.1366459628,905087.0,14.0,2.4680280685424805,0.0032995009360738,,,
Matheuristic,100,AD_2,"SWNN100DAD_2R0.002P(25, 200)I1",,,,2.314768075942993,,911861.0,2.283061981201172,0.0317060947418212
ILP,100,AD_2,"SWNN100DAD_2R0.002P(25, 200)I2",887880.0,887936.0,9.0,3.662623167037964,0.0063067608476286,,,
MILP,100,AD_2,"SWNN100DAD_2R0.002P(25, 200)I2",887896.75,887908.0,13.0,1.149507999420166,0.0012670231600571,,,
Matheuristic,100,AD_2,"SWNN100DAD_2R0.002P(25, 200)I2",,,,1.3254587650299072,,897904.0,1.2827801704406738,0.0426785945892334
ILP,100,AD_2,"SWNN100DAD_2R0.003P(25, 200)I0",1372375.2032520338,1372501.0,31.0,17.70990300178528,0.0091655122995323,,,
MILP,100,AD_2,"SWNN100DAD_2R0.003P(25, 200)I0",1372464.0,1372501.0,26.0,6.737594127655029,0.0026958086005037,,,
Matheuristic,100,AD_2,"SWNN100DAD_2R0.003P(25, 200)I0",,,,6.602643251419067,,1366737.0,6.595219135284424,0.0074241161346435
ILP,100,AD_2,"SWNN100DAD_2R0.003P(25, 200)I1",1366371.0,1366371.0,23.0,25.51153302192688,0.0,,,
MILP,100,AD_2,"SWNN100DAD_2R0.003P(25, 200)I1",1366322.1657142858,1366371.0,34.0,12.353339910507202,0.00357401362545,,,
Matheuristic,100,AD_2,"SWNN100DAD_2R0.003P(25, 200)I1",,,,8.225205183029175,,1360624.0,8.113032102584839,0.1121730804443359
ILP,100,AD_2,"SWNN100DAD_2R0.003P(25, 200)I2",1379393.7118226627,1379470.0,7.0,11.08635711669922,0.0055302527301981,,,
MILP,100,AD_2,"SWNN100DAD_2R0.003P(25, 200)I2",1379341.493131868,1379470.0,31.0,6.581319808959961,0.0093156696508024,,,
Matheuristic,100,AD_2,"SWNN100DAD_2R0.003P(25, 200)I2",,,,6.951195955276489,,1373404.0,6.898140907287598,0.0530550479888916
ILP,100,AD_3,"SWNN100DAD_3R0.001P(25, 200)I0",989399.9090909088,989444.0,10.0,2.764064073562622,0.004456129815461,,,
MILP,100,AD_3,"SWNN100DAD_3R0.001P(25, 200)I0",989444.0,989444.0,8.0,0.760890007019043,0.0,,,
Matheuristic,100,AD_3,"SWNN100DAD_3R0.001P(25, 200)I0",,,,1.396496057510376,,1009817.0,1.2875521183013916,0.1089439392089843
ILP,100,AD_3,"SWNN100DAD_3R0.001P(25, 200)I1",989920.3333323328,990017.0,7.0,4.434002161026001,0.0097641421982754,,,
MILP,100,AD_3,"SWNN100DAD_3R0.001P(25, 200)I1",989921.9166666666,990017.0,9.0,3.1757330894470215,0.0096042121835657,,,
Matheuristic,100,AD_3,"SWNN100DAD_3R0.001P(25, 200)I1",,,,1.2390179634094238,,1011322.0,1.229748010635376,0.0092699527740478
ILP,100,AD_3,"SWNN100DAD_3R0.001P(25, 200)I2",990270.5999999996,990318.0,10.0,5.105425119400024,0.0047863413570445,,,
MILP,100,AD_3,"SWNN100DAD_3R0.001P(25, 200)I2",990231.0833333334,990318.0,11.0,2.0687739849090576,0.0087766421156262,,,
Matheuristic,100,AD_3,"SWNN100DAD_3R0.001P(25, 200)I2",,,,1.5977580547332764,,1014260.0,1.4588801860809326,0.1388778686523437
ILP,100,AD_3,"SWNN100DAD_3R0.002P(25, 200)I0",2016088.2222222227,2016274.0,7.0,8.089354038238525,0.0092139152603905,,,
MILP,100,AD_3,"SWNN100DAD_3R0.002P(25, 200)I0",2016094.75,2016228.0,12.0,2.625998020172119,0.0066088755835153,,,
Matheuristic,100,AD_3,"SWNN100DAD_3R0.002P(25, 200)I0",,,,2.3668947219848633,,2026455.0,2.2468669414520264,0.1200277805328369
ILP,100,AD_3,"SWNN100DAD_3R0.002P(25, 200)I1",2008330.015248404,2008441.0,12.0,15.713358879089355,0.0055259154536337,,,
MILP,100,AD_3,"SWNN100DAD_3R0.002P(25, 200)I1",2008441.0,2008441.0,11.0,3.311784029006958,0.0,,,
Matheuristic,100,AD_3,"SWNN100DAD_3R0.002P(25, 200)I1",,,,5.547946214675903,,2018702.0,5.367898225784302,0.1800479888916015
ILP,100,AD_3,"SWNN100DAD_3R0.002P(25, 200)I2",2003634.249999999,2003834.0,9.0,8.570209980010986,0.0099683905952754,,,
MILP,100,AD_3,"SWNN100DAD_3R0.002P(25, 200)I2",2003626.3333333333,2003778.0,15.0,3.1986749172210693,0.0075690354254185,,,
Matheuristic,100,AD_3,"SWNN100DAD_3R0.002P(25, 200)I2",,,,2.780768871307373,,2013156.0,2.6143999099731445,0.1663689613342285
ILP,100,AD_3,"SWNN100DAD_3R0.003P(25, 200)I0",3071249.1538461554,3071408.0,10.0,22.59841799736023,0.0051717698802833,,,
MILP,100,AD_3,"SWNN100DAD_3R0.003P(25, 200)I0",3071153.5714285714,3071435.0,14.0,5.486160039901733,0.0091627715197827,,,
Matheuristic,100,AD_3,"SWNN100DAD_3R0.003P(25, 200)I0",,,,4.882289171218872,,3059930.0,4.716060161590576,0.1662290096282959
ILP,100,AD_3,"SWNN100DAD_3R0.003P(25, 200)I1",3056305.3888888857,3056560.0,9.0,13.724196910858154,0.0083299889782718,,,
MILP,100,AD_3,"SWNN100DAD_3R0.003P(25, 200)I1",3056315.5,3056560.0,19.0,5.1147778034210205,0.0079991886303556,,,
Matheuristic,100,AD_3,"SWNN100DAD_3R0.003P(25, 200)I1",,,,4.346517324447632,,3042935.0,4.213426113128662,0.1330912113189697
ILP,100,AD_3,"SWNN100DAD_3R0.003P(25, 200)I2",3058734.8403508808,3059020.0,13.0,30.76461911201477,0.0093219282358156,,,
MILP,100,AD_3,"SWNN100DAD_3R0.003P(25, 200)I2",3058698.0155574763,3059002.0,24.0,9.865868091583252,0.0099373731211578,,,
Matheuristic,100,AD_3,"SWNN100DAD_3R0.003P(25, 200)I2",,,,10.02708101272583,,3044912.0,9.804068803787231,0.2230122089385986
ILP,300,AD_3,"SWNN300DAD_3R1e-05P(25, 200)I0",809554.0,809559.0,6.0,58.48070311546326,0.0006176202105096,,,
MILP,300,AD_3,"SWNN300DAD_3R1e-05P(25, 200)I0",809554.0,809559.0,10.0,78.52345395088196,0.0006176202105096,,,
Matheuristic,300,AD_3,"SWNN300DAD_3R1e-05P(25, 200)I0",,,,7.910909175872803,,843499.0,4.12923789024353,3.781671285629273
ILP,300,AD_3,"SWNN300DAD_3R1e-05P(25, 200)I1",809897.0,809910.0,8.0,52.28628492355347,0.0016051166178958,,,
MILP,300,AD_3,"SWNN300DAD_3R1e-05P(25, 200)I1",809897.0,809904.0,2.0,7.912162065505981,0.0008642999664157,,,
Matheuristic,300,AD_3,"SWNN300DAD_3R1e-05P(25, 200)I1",,,,3.9723362922668457,,841377.0,2.704061269760132,1.268275022506714
ILP,300,AD_3,"SWNN300DAD_3R1e-05P(25, 200)I2",814338.1578937373,814419.0,5.0,49.26747179031372,0.0099263531748016,,,
MILP,300,AD_3,"SWNN300DAD_3R1e-05P(25, 200)I2",814334.5789473684,814368.0,10.0,58.00124192237854,0.0041039250844302,,,
Matheuristic,300,AD_3,"SWNN300DAD_3R1e-05P(25, 200)I2",,,,14.248616218566896,,847106.0,5.3643810749053955,8.884235143661499
ILP,300,AD_3,"SWNN300DAD_3R2e-05P(25, 200)I0",1675175.25,1675250.0,4.0,66.15715098381042,0.0044620205939412,,,
MILP,300,AD_3,"SWNN300DAD_3R2e-05P(25, 200)I0",1675175.1,1675216.0,7.0,124.07164597511292,0.0024414762036601,,,
Matheuristic,300,AD_3,"SWNN300DAD_3R2e-05P(25, 200)I0",,,,13.608686208724976,,1680875.0,4.193424940109253,9.415261268615724
ILP,300,AD_3,"SWNN300DAD_3R2e-05P(25, 200)I1",1679271.0,1679420.0,7.0,37.70862102508545,0.0088721106096152,,,
MILP,300,AD_3,"SWNN300DAD_3R2e-05P(25, 200)I1",1679271.0,1679283.0,6.0,20.13502287864685,0.0007145906913843,,,
Matheuristic,300,AD_3,"SWNN300DAD_3R2e-05P(25, 200)I1",,,,5.820376873016357,,1685755.0,4.090059041976929,1.7303178310394287
ILP,300,AD_3,"SWNN300DAD_3R2e-05P(25, 200)I2",1676100.0,1676162.0,3.0,14.690951108932495,0.0036989264760804,,,
MILP,300,AD_3,"SWNN300DAD_3R2e-05P(25, 200)I2",1676099.4285714286,1676161.0,3.0,11.999130010604858,0.0036733600514128,,,
Matheuristic,300,AD_3,"SWNN300DAD_3R2e-05P(25, 200)I2",,,,8.4714994430542,,1681654.0,3.4423322677612305,5.029167175292969
ILP,300,AD_3,"SWNN300DAD_3R3e-05P(25, 200)I0",2556407.0,2556407.0,1.0,25.46294093132019,0.0,,,
MILP,300,AD_3,"SWNN300DAD_3R3e-05P(25, 200)I0",2556407.0,2556407.0,1.0,1.928913116455078,0.0,,,
Matheuristic,300,AD_3,"SWNN300DAD_3R3e-05P(25, 200)I0",,,,12.22869086265564,,2529037.0,4.1916868686676025,8.037003993988037
ILP,300,AD_3,"SWNN300DAD_3R3e-05P(25, 200)I1",2535270.0,2535282.0,3.0,51.98638606071472,0.0004733201277017,,,
MILP,300,AD_3,"SWNN300DAD_3R3e-05P(25, 200)I1",2535269.5,2535304.0,3.0,18.589470148086548,0.0013607835588947,,,
Matheuristic,300,AD_3,"SWNN300DAD_3R3e-05P(25, 200)I1",,,,19.637406826019287,,2510600.0,4.467159748077393,15.170247077941896
ILP,300,AD_3,"SWNN300DAD_3R3e-05P(25, 200)I2",2552634.0,2552634.0,1.0,6.706398963928223,0.0,,,
MILP,300,AD_3,"SWNN300DAD_3R3e-05P(25, 200)I2",2552634.0,2552634.0,1.0,3.1764769554138184,0.0,,,
Matheuristic,300,AD_3,"SWNN300DAD_3R3e-05P(25, 200)I2",,,,8.830654859542847,,2526458.0,4.007141828536987,4.823513031005859
ILP,500,AD_3,"SWNN500DAD_3R1e-05P(25, 200)I0",6767950.0,6767950.0,1.0,8.787683010101318,0.0,,,
MILP,500,AD_3,"SWNN500DAD_3R1e-05P(25, 200)I0",6767950.0,6767950.0,1.0,10.516965866088867,0.0,,,
Matheuristic,500,AD_3,"SWNN500DAD_3R1e-05P(25, 200)I0",,,,49.04104709625244,,6854089.0,13.883267164230348,35.157779932022095
ILP,500,AD_3,"SWNN500DAD_3R1e-05P(25, 200)I1",6748721.0,6748721.0,1.0,160.1910858154297,0.0,,,
MILP,500,AD_3,"SWNN500DAD_3R1e-05P(25, 200)I1",6748721.0,6748721.0,1.0,166.89314579963684,0.0,,,
Matheuristic,500,AD_3,"SWNN500DAD_3R1e-05P(25, 200)I1",,,,84.40069890022278,,6835745.0,13.762203931808472,70.6384949684143
ILP,500,AD_3,"SWNN500DAD_3R1e-05P(25, 200)I2",6748545.777777782,6748820.0,2.0,42.77496314048767,0.0040632617586228,,,
MILP,500,AD_3,"SWNN500DAD_3R1e-05P(25, 200)I2",6748545.777777778,6749195.0,4.0,63.23575210571289,0.0096192541810099,,,
Matheuristic,500,AD_3,"SWNN500DAD_3R1e-05P(25, 200)I2",,,,43.12898588180542,,6837152.0,14.360974073410034,28.768011808395386
ILP,500,AD_3,"SWNN500DAD_3R2e-05P(25, 200)I0",13690448.0,13690595.0,5.0,376.52920484542847,0.0010737298123273,,,
MILP,500,AD_3,"SWNN500DAD_3R2e-05P(25, 200)I0",13690448.0,13691257.0,4.0,403.92709708213806,0.0059088803898721,,,
Matheuristic,500,AD_3,"SWNN500DAD_3R2e-05P(25, 200)I0",,,,103.77984023094176,,13710199.0,27.865763187408447,75.91407704353333
ILP,500,AD_3,"SWNN500DAD_3R2e-05P(25, 200)I1",13698151.0,13698171.0,6.0,508.3032300472259,0.000146004893646,,,
MILP,500,AD_3,"SWNN500DAD_3R2e-05P(25, 200)I1",13698150.9375,13698171.0,3.0,69.9634850025177,0.0001464611589386,,,
Matheuristic,500,AD_3,"SWNN500DAD_3R2e-05P(25, 200)I1",,,,94.43247699737547,,13710271.0,27.74537873268127,66.68709826469421
ILP,500,AD_3,"SWNN500DAD_3R2e-05P(25, 200)I2",13699359.0,13699359.0,1.0,190.04595398902893,0.0,,,
MILP,500,AD_3,"SWNN500DAD_3R2e-05P(25, 200)I2",13699359.0,13699359.0,1.0,88.47895288467407,0.0,,,
Matheuristic,500,AD_3,"SWNN500DAD_3R2e-05P(25, 200)I2",,,,95.86216878890993,,13713056.0,26.916674852371216,68.9454939365387
ILP,500,AD_3,"SWNN500DAD_3R3e-05P(25, 200)I0",20652163.50000003,20652315.0,3.0,515.9297480583191,0.0007335739357558,,,
MILP,500,AD_3,"SWNN500DAD_3R3e-05P(25, 200)I0",20652163.272727273,20653592.0,5.0,455.1225209236145,0.0069175728499265,,,
Matheuristic,500,AD_3,"SWNN500DAD_3R3e-05P(25, 200)I0",,,,48.39347314834595,,20574325.0,41.56595587730408,6.82751727104187
ILP,500,AD_3,"SWNN500DAD_3R3e-05P(25, 200)I1",20628208.0,20628208.0,1.0,447.5277190208435,0.0,,,
MILP,500,AD_3,"SWNN500DAD_3R3e-05P(25, 200)I1",20628208.0,20628208.0,1.0,56.04632210731506,0.0,,,
Matheuristic,500,AD_3,"SWNN500DAD_3R3e-05P(25, 200)I1",,,,98.47575378417967,,20551291.0,41.23691987991333,57.23883390426636
ILP,500,AD_3,"SWNN500DAD_3R3e-05P(25, 200)I2",20676970.0,20677257.0,5.0,559.697998046875,0.0013879984177785,,,
MILP,500,AD_3,"SWNN500DAD_3R3e-05P(25, 200)I2",20676970.0,20678632.0,4.0,348.1289620399475,0.0080372821567693,,,
Matheuristic,500,AD_3,"SWNN500DAD_3R3e-05P(25, 200)I2",,,,80.66914987564087,,20596745.0,43.519871950149536,37.14927792549133
ILP,400,AD_3,"SWNN400DAD_3R1e-05P(25, 200)I0",2731525.0,2731543.0,3.0,50.19135904312134,0.0006589682095431,,,
MILP,400,AD_3,"SWNN400DAD_3R1e-05P(25, 200)I0",2731525.0,2731554.0,4.0,92.27873992919922,0.0010616667289023,,,
Matheuristic,400,AD_3,"SWNN400DAD_3R1e-05P(25, 200)I0",,,,53.07022309303284,,2788288.0,6.5002710819244385,46.5699520111084
ILP,400,AD_3,"SWNN400DAD_3R1e-05P(25, 200)I1",2732121.0,2732121.0,1.0,25.60656213760376,0.0,,,
MILP,400,AD_3,"SWNN400DAD_3R1e-05P(25, 200)I1",2732121.0,2732121.0,1.0,21.756822109222412,0.0,,,
Matheuristic,400,AD_3,"SWNN400DAD_3R1e-05P(25, 200)I1",,,,53.59258270263672,,2790121.0,6.322673797607422,47.2699089050293
ILP,400,AD_3,"SWNN400DAD_3R1e-05P(25, 200)I2",2727384.0,2727386.0,6.0,73.5648238658905,7.33302876820516e-05,,,
MILP,400,AD_3,"SWNN400DAD_3R1e-05P(25, 200)I2",2727383.75,2727463.0,4.0,35.93544387817383,0.0029056306171706,,,
Matheuristic,400,AD_3,"SWNN400DAD_3R1e-05P(25, 200)I2",,,,36.6976900100708,,2785403.0,6.7363269329071045,29.961363077163696
ILP,400,AD_3,"SWNN400DAD_3R2e-05P(25, 200)I0",5572647.701149437,5572826.0,5.0,96.58230090141296,0.0031994332958422,,,
MILP,400,AD_3,"SWNN400DAD_3R2e-05P(25, 200)I0",5572647.409090909,5572693.0,3.0,23.97551393508911,0.0008181126986687,,,
Matheuristic,400,AD_3,"SWNN400DAD_3R2e-05P(25, 200)I0",,,,13.00469708442688,,5581931.0,9.884708166122437,3.1199889183044434
ILP,400,AD_3,"SWNN400DAD_3R2e-05P(25, 200)I1",5582727.125000003,5582943.0,5.0,48.517133951187134,0.0038666882323033,,,
MILP,400,AD_3,"SWNN400DAD_3R2e-05P(25, 200)I1",5582726.399999999,5583076.0,5.0,202.14253997802737,0.0062617811400124,,,
Matheuristic,400,AD_3,"SWNN400DAD_3R2e-05P(25, 200)I1",,,,16.343756675720215,,5593746.0,10.123273849487305,6.22048282623291
ILP,400,AD_3,"SWNN400DAD_3R2e-05P(25, 200)I2",5566425.666666671,5566722.0,2.0,105.57744693756104,0.0053233003790973,,,
MILP,400,AD_3,"SWNN400DAD_3R2e-05P(25, 200)I2",5566425.666666667,5566473.0,3.0,139.3541910648346,0.0008503289844938,,,
Matheuristic,400,AD_3,"SWNN400DAD_3R2e-05P(25, 200)I2",,,,10.493558406829834,,5575169.0,9.821981191635132,0.6715772151947021
ILP,400,AD_3,"SWNN400DAD_3R3e-05P(25, 200)I0",8447582.0,8447587.0,5.0,222.2026259899139,5.918849962717164e-05,,,
MILP,400,AD_3,"SWNN400DAD_3R3e-05P(25, 200)I0",8447582.0,8447583.0,1.0,24.677091121673584,1.1837705530682564e-05,,,
Matheuristic,400,AD_3,"SWNN400DAD_3R3e-05P(25, 200)I0",,,,42.30070900917053,,8397286.0,12.900085926055908,29.400623083114624
ILP,400,AD_3,"SWNN400DAD_3R3e-05P(25, 200)I1",8397095.999999981,8397208.0,7.0,271.1132609844208,0.00133377665551,,,
MILP,400,AD_3,"SWNN400DAD_3R3e-05P(25, 200)I1",8397094.833333334,8397478.0,7.0,46.33427691459656,0.0045628778862659,,,
Matheuristic,400,AD_3,"SWNN400DAD_3R3e-05P(25, 200)I1",,,,17.350605726242065,,8351955.0,13.81551480293274,3.535090923309326
ILP,400,AD_3,"SWNN400DAD_3R3e-05P(25, 200)I2",8423701.0,8423701.0,1.0,77.07344698905945,0.0,,,
MILP,400,AD_3,"SWNN400DAD_3R3e-05P(25, 200)I2",8423701.0,8423701.0,1.0,31.08742117881775,0.0,,,
Matheuristic,400,AD_3,"SWNN400DAD_3R3e-05P(25, 200)I2",,,,41.32886600494385,,8372428.0,12.783700942993164,28.545165061950684
ILP,200,AD_3,"SWNN200DAD_3R0.0001P(25, 200)I0",1689724.9999999993,1689801.0,3.0,10.23482608795166,0.0044975710157999,,,
