model,n,d,r,p,i,seed,epsilon,tau,status,optimal,cuts,runtime,gap
MILP,500,0.3,3e-05,"(75, 175)",0,3236609541,10.0,,2,True,50.0,185.8849959373474,
ILP,500,0.3,3e-05,"(75, 175)",0,3236609541,20.0,,2,True,60.0,263.5803601741791,
MILP,500,0.3,3e-05,"(75, 175)",0,3236609541,20.0,,2,True,100.0,186.2797830104828,
ILP,500,0.3,3e-05,"(75, 175)",0,3236609541,1000.0,,2,True,768.0,270.8276000022888,
MILP,500,0.3,3e-05,"(75, 175)",0,3236609541,1000.0,,2,True,989.0,195.95503187179565,
RelaxedMILP,500,0.3,3e-05,"(75, 175)",0,3236609541,,10.0,2,True,,7.21957802772522,7.998720204767237e-05
RelaxedMILP,500,0.3,3e-05,"(75, 175)",0,3236609541,,20.0,2,True,,7.366575002670288,7.998720204767237e-05
RelaxedMILP,500,0.3,3e-05,"(75, 175)",0,3236609541,,30.0,2,True,,7.188961982727051,7.998720204767237e-05
RelaxedMILP,500,0.3,3e-05,"(75, 175)",0,3236609541,,40.0,2,True,,7.40064001083374,7.998720204767237e-05
RelaxedMILP,500,0.3,3e-05,"(75, 175)",0,3236609541,,50.0,2,True,,7.207243919372559,7.998720204767237e-05
RelaxedMILP,500,0.3,3e-05,"(75, 175)",0,3236609541,,60.0,2,True,,7.484791994094849,7.998720204767237e-05
ILP,100,0.1,0.002,"(75, 175)",0,1124146266,1.0,,2,True,14.0,4.426776885986328,
MILP,100,0.1,0.002,"(75, 175)",0,1124146266,1.0,,2,True,24.0,2.549670934677124,
ILP,100,0.1,0.002,"(75, 175)",0,1124146266,5.0,,2,True,35.0,4.204606056213379,
MILP,100,0.1,0.002,"(75, 175)",0,1124146266,5.0,,2,True,99.0,1.8693091869354248,
ILP,100,0.1,0.002,"(75, 175)",0,1124146266,10.0,,2,True,118.0,4.865447998046875,
MILP,100,0.1,0.002,"(75, 175)",0,1124146266,10.0,,2,True,196.0,2.24782395362854,
ILP,100,0.1,0.002,"(75, 175)",0,1124146266,20.0,,2,True,222.0,7.454866886138916,
MILP,100,0.1,0.002,"(75, 175)",0,1124146266,20.0,,2,True,253.0,3.108715057373047,
ILP,100,0.1,0.002,"(75, 175)",0,1124146266,1000.0,,2,True,750.0,4.390061140060425,
MILP,100,0.1,0.002,"(75, 175)",0,1124146266,1000.0,,2,True,474.0,2.9010159969329834,
RelaxedMILP,100,0.1,0.002,"(75, 175)",0,1124146266,,10.0,2,True,,1.0728399753570557,0.0
RelaxedMILP,100,0.1,0.002,"(75, 175)",0,1124146266,,20.0,2,True,,1.0967769622802734,0.0
RelaxedMILP,100,0.1,0.002,"(75, 175)",0,1124146266,,30.0,2,True,,1.0956339836120605,0.0
RelaxedMILP,100,0.1,0.002,"(75, 175)",0,1124146266,,40.0,2,True,,1.0894179344177246,0.0
RelaxedMILP,100,0.1,0.002,"(75, 175)",0,1124146266,,50.0,2,True,,1.0994038581848145,0.0
RelaxedMILP,100,0.1,0.002,"(75, 175)",0,1124146266,,60.0,2,True,,1.095386028289795,0.0
ILP,400,0.2,3e-05,"(100, 200)",2,2752790968,1.0,,2,True,1.0,8.890356063842773,
MILP,400,0.2,3e-05,"(100, 200)",2,2752790968,1.0,,2,True,1.0,5.007052898406982,
ILP,400,0.2,3e-05,"(100, 200)",2,2752790968,5.0,,2,True,5.0,8.879435062408447,
MILP,400,0.2,3e-05,"(100, 200)",2,2752790968,5.0,,2,True,5.0,5.047157049179077,
ILP,400,0.2,3e-05,"(100, 200)",2,2752790968,10.0,,2,True,10.0,8.890513896942139,
MILP,400,0.2,3e-05,"(100, 200)",2,2752790968,10.0,,2,True,10.0,5.053187131881714,
ILP,400,0.2,3e-05,"(100, 200)",2,2752790968,20.0,,2,True,20.0,8.915704011917114,
MILP,400,0.2,3e-05,"(100, 200)",2,2752790968,20.0,,2,True,20.0,5.046274900436401,
ILP,400,0.2,3e-05,"(100, 200)",2,2752790968,1000.0,,2,True,107.0,9.143792867660522,
MILP,400,0.2,3e-05,"(100, 200)",2,2752790968,1000.0,,2,True,107.0,5.342227935791016,
RelaxedMILP,400,0.2,3e-05,"(100, 200)",2,2752790968,,10.0,2,True,,1.3232460021972656,0.0
RelaxedMILP,400,0.2,3e-05,"(100, 200)",2,2752790968,,20.0,2,True,,1.3340229988098145,0.0
RelaxedMILP,400,0.2,3e-05,"(100, 200)",2,2752790968,,30.0,2,True,,1.3285319805145264,0.0
RelaxedMILP,400,0.2,3e-05,"(100, 200)",2,2752790968,,40.0,2,True,,1.340935230255127,0.0
RelaxedMILP,400,0.2,3e-05,"(100, 200)",2,2752790968,,50.0,2,True,,1.3374979496002197,0.0
RelaxedMILP,400,0.2,3e-05,"(100, 200)",2,2752790968,,60.0,2,True,,1.335421085357666,0.0
ILP,500,0.2,3e-05,"(100, 200)",2,1619962667,1.0,,2,True,4.0,43.97291398048401,
MILP,500,0.2,3e-05,"(100, 200)",2,1619962667,1.0,,2,True,6.0,183.23972296714783,
ILP,500,0.2,3e-05,"(100, 200)",2,1619962667,5.0,,2,True,20.0,43.76848793029785,
MILP,500,0.2,3e-05,"(100, 200)",2,1619962667,5.0,,2,True,30.0,183.63140892982483,
ILP,500,0.2,3e-05,"(100, 200)",2,1619962667,10.0,,2,True,40.0,43.72588300704956,
MILP,500,0.2,3e-05,"(100, 200)",2,1619962667,10.0,,2,True,60.0,183.52676606178284,
ILP,500,0.2,3e-05,"(100, 200)",2,1619962667,20.0,,2,True,80.0,43.77843618392944,
MILP,500,0.2,3e-05,"(100, 200)",2,1619962667,20.0,,2,True,111.0,183.50525903701782,
ILP,500,0.2,3e-05,"(100, 200)",2,1619962667,1000.0,,2,True,469.0,44.544898986816406,
MILP,500,0.2,3e-05,"(100, 200)",2,1619962667,1000.0,,2,True,1104.0,194.8101348876953,
RelaxedMILP,500,0.2,3e-05,"(100, 200)",2,1619962667,,10.0,2,True,,3.752609968185425,8.066446107347195e-05
RelaxedMILP,500,0.2,3e-05,"(100, 200)",2,1619962667,,20.0,2,True,,3.811652898788452,8.066446107347195e-05
RelaxedMILP,500,0.2,3e-05,"(100, 200)",2,1619962667,,30.0,2,True,,3.979203939437866,8.066446107347195e-05
RelaxedMILP,500,0.2,3e-05,"(100, 200)",2,1619962667,,40.0,2,True,,3.796947956085205,8.066446107347195e-05
RelaxedMILP,500,0.2,3e-05,"(100, 200)",2,1619962667,,50.0,2,True,,3.8155438899993896,8.066446107347195e-05
RelaxedMILP,500,0.2,3e-05,"(100, 200)",2,1619962667,,60.0,2,True,,3.9349029064178467,8.066446107347195e-05
ILP,500,0.2,3e-05,"(50, 150)",2,3104899580,1.0,,2,True,9.0,126.70186519622803,
MILP,500,0.2,3e-05,"(50, 150)",2,3104899580,1.0,,2,True,7.0,130.6309950351715,
ILP,500,0.2,3e-05,"(50, 150)",2,3104899580,5.0,,2,True,55.0,196.9781620502472,
MILP,500,0.2,3e-05,"(50, 150)",2,3104899580,5.0,,2,True,35.0,130.6091239452362,
ILP,500,0.2,3e-05,"(50, 150)",2,3104899580,10.0,,2,True,107.0,197.05842900276184,
MILP,500,0.2,3e-05,"(50, 150)",2,3104899580,10.0,,2,True,67.0,130.75271701812744,
ILP,500,0.2,3e-05,"(50, 150)",2,3104899580,20.0,,2,True,167.0,156.6465859413147,
MILP,500,0.2,3e-05,"(50, 150)",2,3104899580,20.0,,2,True,109.0,130.54178094863892,
ILP,500,0.2,3e-05,"(50, 150)",2,3104899580,1000.0,,2,True,1026.0,164.3694291114807,
MILP,500,0.2,3e-05,"(50, 150)",2,3104899580,1000.0,,2,True,857.0,139.3164610862732,
RelaxedMILP,500,0.2,3e-05,"(50, 150)",2,3104899580,,10.0,2,True,,5.9879069328308105,6.646493169217701e-05
RelaxedMILP,500,0.2,3e-05,"(50, 150)",2,3104899580,,20.0,2,True,,5.939899206161499,6.646493169217701e-05
RelaxedMILP,500,0.2,3e-05,"(50, 150)",2,3104899580,,30.0,2,True,,5.849873065948486,6.646493169217701e-05
RelaxedMILP,500,0.2,3e-05,"(50, 150)",2,3104899580,,40.0,2,True,,5.966809988021851,6.646493169217701e-05
RelaxedMILP,500,0.2,3e-05,"(50, 150)",2,3104899580,,50.0,2,True,,5.938835859298706,6.646493169217701e-05
RelaxedMILP,500,0.2,3e-05,"(50, 150)",2,3104899580,,60.0,2,True,,5.9464170932769775,6.646493169217701e-05
ILP,500,0.3,3e-05,"(100, 200)",2,1708825108,1.0,,2,True,6.0,270.83247089385986,
MILP,500,0.3,3e-05,"(100, 200)",2,1708825108,1.0,,2,True,4.0,103.71138501167297,
ILP,500,0.3,3e-05,"(100, 200)",2,1708825108,5.0,,2,True,30.0,272.2516598701477,
MILP,500,0.3,3e-05,"(100, 200)",2,1708825108,5.0,,2,True,20.0,102.92318511009216,
ILP,500,0.3,3e-05,"(100, 200)",2,1708825108,10.0,,2,True,60.0,273.44224977493286,
MILP,500,0.3,3e-05,"(100, 200)",2,1708825108,10.0,,2,True,40.0,103.2823498249054,
ILP,500,0.3,3e-05,"(100, 200)",2,1708825108,20.0,,2,True,120.0,270.926940202713,
MILP,500,0.3,3e-05,"(100, 200)",2,1708825108,20.0,,2,True,80.0,103.01762700080872,
ILP,500,0.3,3e-05,"(100, 200)",2,1708825108,1000.0,,2,True,1124.0,280.60176396369934,
MILP,500,0.3,3e-05,"(100, 200)",2,1708825108,1000.0,,2,True,493.0,108.6468939781189,
RelaxedMILP,500,0.3,3e-05,"(100, 200)",2,1708825108,,10.0,2,True,,8.3920259475708,7.489293901609174e-05
RelaxedMILP,500,0.3,3e-05,"(100, 200)",2,1708825108,,20.0,2,True,,8.04935908317566,7.489293901609174e-05
RelaxedMILP,500,0.3,3e-05,"(100, 200)",2,1708825108,,30.0,2,True,,8.42793607711792,7.489293901609174e-05
RelaxedMILP,500,0.3,3e-05,"(100, 200)",2,1708825108,,40.0,2,True,,7.758948087692261,7.489293901609174e-05
RelaxedMILP,500,0.3,3e-05,"(100, 200)",2,1708825108,,50.0,2,True,,7.835008144378662,7.489293901609174e-05
RelaxedMILP,500,0.3,3e-05,"(100, 200)",2,1708825108,,60.0,2,True,,7.50123405456543,7.489293901609174e-05
ILP,300,0.2,1e-05,"(100, 200)",0,1606574767,1.0,,2,True,5.0,33.257280111312866,
MILP,300,0.2,1e-05,"(100, 200)",0,1606574767,1.0,,2,True,6.0,25.860407829284668,
ILP,300,0.2,1e-05,"(100, 200)",0,1606574767,5.0,,2,True,25.0,33.284724950790405,
MILP,300,0.2,1e-05,"(100, 200)",0,1606574767,5.0,,2,True,30.0,25.829900979995728,
ILP,300,0.2,1e-05,"(100, 200)",0,1606574767,10.0,,2,True,50.0,33.32752799987793,
MILP,300,0.2,1e-05,"(100, 200)",0,1606574767,10.0,,2,True,60.0,25.90014100074768,
ILP,300,0.2,1e-05,"(100, 200)",0,1606574767,20.0,,2,True,100.0,33.39756917953491,
MILP,300,0.2,1e-05,"(100, 200)",0,1606574767,20.0,,2,True,115.0,25.961305141448975,
ILP,300,0.2,1e-05,"(100, 200)",0,1606574767,1000.0,,2,True,865.0,36.564621925354004,
MILP,300,0.2,1e-05,"(100, 200)",0,1606574767,1000.0,,2,True,434.0,10.560943841934204,
RelaxedMILP,300,0.2,1e-05,"(100, 200)",0,1606574767,,10.0,2,True,,1.3035800457000732,0.0
RelaxedMILP,300,0.2,1e-05,"(100, 200)",0,1606574767,,20.0,2,True,,1.310399055480957,0.0
RelaxedMILP,300,0.2,1e-05,"(100, 200)",0,1606574767,,30.0,2,True,,1.331847906112671,0.0
RelaxedMILP,300,0.2,1e-05,"(100, 200)",0,1606574767,,40.0,2,True,,1.3270130157470703,0.0
RelaxedMILP,300,0.2,1e-05,"(100, 200)",0,1606574767,,50.0,2,True,,1.3379628658294678,0.0
RelaxedMILP,300,0.2,1e-05,"(100, 200)",0,1606574767,,60.0,2,True,,1.3303179740905762,0.0
ILP,400,0.2,1e-05,"(100, 200)",1,374991368,1.0,,2,True,9.0,77.96132397651672,
MILP,400,0.2,1e-05,"(100, 200)",1,374991368,1.0,,2,True,13.0,131.75047993659973,
ILP,400,0.2,1e-05,"(100, 200)",1,374991368,5.0,,2,True,25.0,18.88069200515747,
MILP,400,0.2,1e-05,"(100, 200)",1,374991368,5.0,,2,True,60.0,144.90921092033386,
ILP,400,0.2,1e-05,"(100, 200)",1,374991368,10.0,,2,True,90.0,77.71276307106018,
MILP,400,0.2,1e-05,"(100, 200)",1,374991368,10.0,,2,True,120.0,145.01623392105103,
ILP,400,0.2,1e-05,"(100, 200)",1,374991368,20.0,,2,True,180.0,78.14737486839294,
MILP,400,0.2,1e-05,"(100, 200)",1,374991368,20.0,,2,True,240.0,144.63098311424255,
ILP,400,0.2,1e-05,"(100, 200)",1,374991368,1000.0,,2,True,953.0,48.48679804801941,
MILP,400,0.2,1e-05,"(100, 200)",1,374991368,1000.0,,2,True,2230.0,163.79243111610413,
RelaxedMILP,400,0.2,1e-05,"(100, 200)",1,374991368,,10.0,2,True,,3.5003821849823,9.895733525174432e-05
RelaxedMILP,400,0.2,1e-05,"(100, 200)",1,374991368,,20.0,2,True,,3.6110761165618896,9.895733525174432e-05
RelaxedMILP,400,0.2,1e-05,"(100, 200)",1,374991368,,30.0,2,True,,3.5399858951568604,9.895733525174432e-05
RelaxedMILP,400,0.2,1e-05,"(100, 200)",1,374991368,,40.0,2,True,,3.5288050174713135,9.895733525174432e-05
RelaxedMILP,400,0.2,1e-05,"(100, 200)",1,374991368,,50.0,2,True,,3.5204858779907227,9.895733525174432e-05
RelaxedMILP,400,0.2,1e-05,"(100, 200)",1,374991368,,60.0,2,True,,3.510967969894409,9.895733525174432e-05
ILP,200,0.3,0.0001,"(25, 125)",2,3928388976,1.0,,2,True,6.0,5.130837917327881,
MILP,200,0.3,0.0001,"(25, 125)",2,3928388976,1.0,,2,True,3.0,0.5988559722900391,
ILP,200,0.3,0.0001,"(25, 125)",2,3928388976,5.0,,2,True,30.0,5.121783018112183,
MILP,200,0.3,0.0001,"(25, 125)",2,3928388976,5.0,,2,True,15.0,0.6116199493408203,
ILP,200,0.3,0.0001,"(25, 125)",2,3928388976,10.0,,2,True,56.0,5.179657936096191,
MILP,200,0.3,0.0001,"(25, 125)",2,3928388976,10.0,,2,True,22.0,0.5999460220336914,
ILP,200,0.3,0.0001,"(25, 125)",2,3928388976,20.0,,2,True,106.0,5.22353196144104,
MILP,200,0.3,0.0001,"(25, 125)",2,3928388976,20.0,,2,True,32.0,0.611210823059082,
ILP,200,0.3,0.0001,"(25, 125)",2,3928388976,1000.0,,2,True,343.0,5.7172629833221436,
MILP,200,0.3,0.0001,"(25, 125)",2,3928388976,1000.0,,2,True,40.0,0.6168620586395264,
RelaxedMILP,200,0.3,0.0001,"(25, 125)",2,3928388976,,10.0,2,True,,0.3711888790130615,1.0613232578378723e-05
RelaxedMILP,200,0.3,0.0001,"(25, 125)",2,3928388976,,20.0,2,True,,0.36367106437683105,1.0613232578378723e-05
RelaxedMILP,200,0.3,0.0001,"(25, 125)",2,3928388976,,30.0,2,True,,0.3617730140686035,1.0613232578378723e-05
RelaxedMILP,200,0.3,0.0001,"(25, 125)",2,3928388976,,40.0,2,True,,0.35979700088500977,1.0613232578378723e-05
RelaxedMILP,200,0.3,0.0001,"(25, 125)",2,3928388976,,50.0,2,True,,0.36971497535705566,1.0613232578378723e-05
RelaxedMILP,200,0.3,0.0001,"(25, 125)",2,3928388976,,60.0,2,True,,0.3651878833770752,1.0613232578378723e-05
ILP,200,0.1,0.0003,"(25, 125)",1,4226516071,1.0,,2,True,31.0,25.95772910118103,
MILP,200,0.1,0.0003,"(25, 125)",1,4226516071,1.0,,2,True,15.0,9.468366146087646,
ILP,200,0.1,0.0003,"(25, 125)",1,4226516071,5.0,,2,True,95.0,22.919188022613525,
MILP,200,0.1,0.0003,"(25, 125)",1,4226516071,5.0,,2,True,90.0,8.364950895309448,
ILP,200,0.1,0.0003,"(25, 125)",1,4226516071,10.0,,2,True,300.0,24.186506032943726,
MILP,200,0.1,0.0003,"(25, 125)",1,4226516071,10.0,,2,True,136.0,6.635190963745117,
ILP,200,0.1,0.0003,"(25, 125)",1,4226516071,20.0,,2,True,418.0,17.053088903427124,
MILP,200,0.1,0.0003,"(25, 125)",1,4226516071,20.0,,2,True,265.0,7.273452043533325,
ILP,200,0.1,0.0003,"(25, 125)",1,4226516071,1000.0,,2,True,1882.0,34.251914978027344,
MILP,200,0.1,0.0003,"(25, 125)",1,4226516071,1000.0,,2,True,930.0,17.5278639793396,
RelaxedMILP,200,0.1,0.0003,"(25, 125)",1,4226516071,,10.0,2,True,,4.189401149749756,8.404773911581779e-05
RelaxedMILP,200,0.1,0.0003,"(25, 125)",1,4226516071,,20.0,2,True,,4.364525079727173,8.404773911581779e-05
RelaxedMILP,200,0.1,0.0003,"(25, 125)",1,4226516071,,30.0,2,True,,4.351974964141846,8.404773911581779e-05
RelaxedMILP,200,0.1,0.0003,"(25, 125)",1,4226516071,,40.0,2,True,,4.327582836151123,8.404773911581779e-05
RelaxedMILP,200,0.1,0.0003,"(25, 125)",1,4226516071,,50.0,2,True,,4.392019033432007,8.404773911581779e-05
RelaxedMILP,200,0.1,0.0003,"(25, 125)",1,4226516071,,60.0,2,True,,4.442227125167847,8.404773911581779e-05
ILP,400,0.3,1e-05,"(100, 200)",2,946334758,1.0,,2,True,2.0,29.42276096343994,
MILP,400,0.3,1e-05,"(100, 200)",2,946334758,1.0,,2,True,4.0,67.53215503692627,
ILP,400,0.3,1e-05,"(100, 200)",2,946334758,5.0,,2,True,10.0,29.58999991416931,
MILP,400,0.3,1e-05,"(100, 200)",2,946334758,5.0,,2,True,20.0,67.67652702331543,
ILP,400,0.3,1e-05,"(100, 200)",2,946334758,10.0,,2,True,20.0,29.536443948745728,
MILP,400,0.3,1e-05,"(100, 200)",2,946334758,10.0,,2,True,40.0,67.78403401374817,
ILP,400,0.3,1e-05,"(100, 200)",2,946334758,20.0,,2,True,40.0,29.61024284362793,
MILP,400,0.3,1e-05,"(100, 200)",2,946334758,20.0,,2,True,80.0,67.85333299636841,
ILP,400,0.3,1e-05,"(100, 200)",2,946334758,1000.0,,2,True,255.0,31.385180950164795,
MILP,400,0.3,1e-05,"(100, 200)",2,946334758,1000.0,,2,True,488.0,73.1973979473114,
RelaxedMILP,400,0.3,1e-05,"(100, 200)",2,946334758,,10.0,2,True,,1.5959868431091309,5.821075657167102e-06
RelaxedMILP,400,0.3,1e-05,"(100, 200)",2,946334758,,20.0,2,True,,1.543792963027954,5.821075657167102e-06
RelaxedMILP,400,0.3,1e-05,"(100, 200)",2,946334758,,30.0,2,True,,1.562824010848999,5.821075657167102e-06
RelaxedMILP,400,0.3,1e-05,"(100, 200)",2,946334758,,40.0,2,True,,1.5569820404052734,5.821075657167102e-06
RelaxedMILP,400,0.3,1e-05,"(100, 200)",2,946334758,,50.0,2,True,,1.5795049667358398,5.821075657167102e-06
RelaxedMILP,400,0.3,1e-05,"(100, 200)",2,946334758,,60.0,2,True,,1.568336009979248,5.821075657167102e-06
ILP,100,0.1,0.001,"(75, 175)",2,3954104199,1.0,,2,True,7.0,0.3133108615875244,
MILP,100,0.1,0.001,"(75, 175)",2,3954104199,1.0,,2,True,9.0,0.44739699363708496,
ILP,100,0.1,0.001,"(75, 175)",2,3954104199,5.0,,2,True,85.0,0.6412179470062256,
MILP,100,0.1,0.001,"(75, 175)",2,3954104199,5.0,,2,True,65.0,0.6261780261993408,
ILP,100,0.1,0.001,"(75, 175)",2,3954104199,10.0,,2,True,120.0,0.4774811267852783,
MILP,100,0.1,0.001,"(75, 175)",2,3954104199,10.0,,2,True,140.0,0.4988439083099365,
ILP,100,0.1,0.001,"(75, 175)",2,3954104199,20.0,,2,True,196.0,0.5684659481048584,
MILP,100,0.1,0.001,"(75, 175)",2,3954104199,20.0,,2,True,203.0,0.5363199710845947,
ILP,100,0.1,0.001,"(75, 175)",2,3954104199,1000.0,,2,True,474.0,0.6236181259155273,
MILP,100,0.1,0.001,"(75, 175)",2,3954104199,1000.0,,2,True,329.0,0.6495020389556885,
RelaxedMILP,100,0.1,0.001,"(75, 175)",2,3954104199,,10.0,2,True,,0.48842883110046387,0.0
RelaxedMILP,100,0.1,0.001,"(75, 175)",2,3954104199,,20.0,2,True,,0.48360490798950195,0.0
RelaxedMILP,100,0.1,0.001,"(75, 175)",2,3954104199,,30.0,2,True,,0.48309898376464844,0.0
RelaxedMILP,100,0.1,0.001,"(75, 175)",2,3954104199,,40.0,2,True,,0.48395395278930664,0.0
RelaxedMILP,100,0.1,0.001,"(75, 175)",2,3954104199,,50.0,2,True,,0.4881439208984375,0.0
RelaxedMILP,100,0.1,0.001,"(75, 175)",2,3954104199,,60.0,2,True,,0.49180102348327637,0.0
ILP,500,0.3,2e-05,"(100, 200)",1,3805845400,1.0,,2,True,3.0,197.13256311416626,
MILP,500,0.3,2e-05,"(100, 200)",1,3805845400,1.0,,2,True,4.0,217.6935751438141,
ILP,500,0.3,2e-05,"(100, 200)",1,3805845400,5.0,,2,True,15.0,196.68860411643982,
MILP,500,0.3,2e-05,"(100, 200)",1,3805845400,5.0,,2,True,20.0,218.77343201637268,
ILP,500,0.3,2e-05,"(100, 200)",1,3805845400,10.0,,2,True,30.0,197.9260699748993,
MILP,500,0.3,2e-05,"(100, 200)",1,3805845400,10.0,,2,True,40.0,217.57267689704895,
ILP,500,0.3,2e-05,"(100, 200)",1,3805845400,20.0,,2,True,60.0,197.03656697273254,
MILP,500,0.3,2e-05,"(100, 200)",1,3805845400,20.0,,2,True,80.0,217.76435089111328,
ILP,500,0.3,2e-05,"(100, 200)",1,3805845400,1000.0,,2,True,673.0,207.523362159729,
MILP,500,0.3,2e-05,"(100, 200)",1,3805845400,1000.0,,2,True,534.0,231.4891438484192,
RelaxedMILP,500,0.3,2e-05,"(100, 200)",1,3805845400,,10.0,2,True,,5.414875030517578,7.096575015483152e-05
RelaxedMILP,500,0.3,2e-05,"(100, 200)",1,3805845400,,20.0,2,True,,5.1523590087890625,7.096575015483152e-05
RelaxedMILP,500,0.3,2e-05,"(100, 200)",1,3805845400,,30.0,2,True,,5.229524850845337,7.096575015483152e-05
RelaxedMILP,500,0.3,2e-05,"(100, 200)",1,3805845400,,40.0,2,True,,5.223518133163452,7.096575015483152e-05
RelaxedMILP,500,0.3,2e-05,"(100, 200)",1,3805845400,,50.0,2,True,,5.071246147155762,7.096575015483152e-05
RelaxedMILP,500,0.3,2e-05,"(100, 200)",1,3805845400,,60.0,2,True,,5.456734895706177,7.096575015483152e-05
ILP,400,0.1,1e-05,"(100, 200)",1,1072511185,1.0,,2,True,11.0,41.21872591972351,
MILP,400,0.1,1e-05,"(100, 200)",1,1072511185,1.0,,2,True,29.0,71.97040891647339,
ILP,400,0.1,1e-05,"(100, 200)",1,1072511185,5.0,,2,True,45.0,34.91678190231323,
MILP,400,0.1,1e-05,"(100, 200)",1,1072511185,5.0,,2,True,135.0,74.27357602119446,
ILP,400,0.1,1e-05,"(100, 200)",1,1072511185,10.0,,2,True,90.0,56.68884801864624,
MILP,400,0.1,1e-05,"(100, 200)",1,1072511185,10.0,,2,True,254.0,92.0813660621643,
ILP,400,0.1,1e-05,"(100, 200)",1,1072511185,20.0,,2,True,298.0,38.6456081867218,
MILP,400,0.1,1e-05,"(100, 200)",1,1072511185,20.0,,2,True,483.0,88.85390591621399,
ILP,400,0.1,1e-05,"(100, 200)",1,1072511185,1000.0,,2,True,4058.0,155.53684091567993,
MILP,400,0.1,1e-05,"(100, 200)",1,1072511185,1000.0,,2,True,2743.0,130.77765703201294,
RelaxedMILP,400,0.1,1e-05,"(100, 200)",1,1072511185,,10.0,9,False,,10.031776905059814,0.0007441257835206779
RelaxedMILP,400,0.1,1e-05,"(100, 200)",1,1072511185,,20.0,2,True,,13.281543016433716,9.632561560825248e-05
RelaxedMILP,400,0.1,1e-05,"(100, 200)",1,1072511185,,30.0,2,True,,13.680471181869507,9.632561560825248e-05
RelaxedMILP,400,0.1,1e-05,"(100, 200)",1,1072511185,,40.0,2,True,,13.25331997871399,9.632561560825248e-05
RelaxedMILP,400,0.1,1e-05,"(100, 200)",1,1072511185,,50.0,2,True,,13.005398035049438,9.632561560825248e-05
RelaxedMILP,400,0.1,1e-05,"(100, 200)",1,1072511185,,60.0,2,True,,13.121802806854248,9.632561560825248e-05
ILP,500,0.3,1e-05,"(25, 125)",1,2244646900,1.0,,2,True,1.0,32.15342617034912,
MILP,500,0.3,1e-05,"(25, 125)",1,2244646900,1.0,,2,True,1.0,25.702956199645996,
ILP,500,0.3,1e-05,"(25, 125)",1,2244646900,5.0,,2,True,5.0,32.08927893638611,
MILP,500,0.3,1e-05,"(25, 125)",1,2244646900,5.0,,2,True,5.0,25.740286111831665,
ILP,500,0.3,1e-05,"(25, 125)",1,2244646900,10.0,,2,True,10.0,32.16835808753967,
MILP,500,0.3,1e-05,"(25, 125)",1,2244646900,10.0,,2,True,10.0,25.71430993080139,
ILP,500,0.3,1e-05,"(25, 125)",1,2244646900,20.0,,2,True,20.0,32.25587797164917,
MILP,500,0.3,1e-05,"(25, 125)",1,2244646900,20.0,,2,True,20.0,25.76061701774597,
ILP,500,0.3,1e-05,"(25, 125)",1,2244646900,1000.0,,2,True,172.0,33.43032097816467,
MILP,500,0.3,1e-05,"(25, 125)",1,2244646900,1000.0,,2,True,172.0,26.92978596687317,
RelaxedMILP,500,0.3,1e-05,"(25, 125)",1,2244646900,,10.0,2,True,,2.365859031677246,0.0
RelaxedMILP,500,0.3,1e-05,"(25, 125)",1,2244646900,,20.0,2,True,,2.367672920227051,0.0
RelaxedMILP,500,0.3,1e-05,"(25, 125)",1,2244646900,,30.0,2,True,,2.36788010597229,0.0
RelaxedMILP,500,0.3,1e-05,"(25, 125)",1,2244646900,,40.0,2,True,,2.4185709953308105,0.0
RelaxedMILP,500,0.3,1e-05,"(25, 125)",1,2244646900,,50.0,2,True,,2.3763320446014404,0.0
RelaxedMILP,500,0.3,1e-05,"(25, 125)",1,2244646900,,60.0,2,True,,2.428936004638672,0.0
ILP,500,0.3,2e-05,"(25, 125)",2,1225170125,1.0,,2,True,1.0,34.179234981536865,
MILP,500,0.3,2e-05,"(25, 125)",2,1225170125,1.0,,2,True,1.0,20.863112926483154,
ILP,500,0.3,2e-05,"(25, 125)",2,1225170125,5.0,,2,True,5.0,34.299999952316284,
MILP,500,0.3,2e-05,"(25, 125)",2,1225170125,5.0,,2,True,5.0,20.91951608657837,
ILP,500,0.3,2e-05,"(25, 125)",2,1225170125,10.0,,2,True,10.0,34.14643692970276,
MILP,500,0.3,2e-05,"(25, 125)",2,1225170125,10.0,,2,True,10.0,20.507778882980347,
ILP,500,0.3,2e-05,"(25, 125)",2,1225170125,20.0,,2,True,20.0,34.12592911720276,
MILP,500,0.3,2e-05,"(25, 125)",2,1225170125,20.0,,2,True,20.0,20.550124883651733,
ILP,500,0.3,2e-05,"(25, 125)",2,1225170125,1000.0,,2,True,157.0,34.881165981292725,
MILP,500,0.3,2e-05,"(25, 125)",2,1225170125,1000.0,,2,True,157.0,21.45323610305786,
RelaxedMILP,500,0.3,2e-05,"(25, 125)",2,1225170125,,10.0,2,True,,4.571587085723877,0.0
RelaxedMILP,500,0.3,2e-05,"(25, 125)",2,1225170125,,20.0,2,True,,4.508446931838989,0.0
RelaxedMILP,500,0.3,2e-05,"(25, 125)",2,1225170125,,30.0,2,True,,4.56257700920105,0.0
RelaxedMILP,500,0.3,2e-05,"(25, 125)",2,1225170125,,40.0,2,True,,4.870840072631836,0.0
RelaxedMILP,500,0.3,2e-05,"(25, 125)",2,1225170125,,50.0,2,True,,4.574414014816284,0.0
