model,n,d,r,p,i,seed,epsilon,tau,status,optimal,cuts,runtime,gap
RelaxedMILP,500,0.2,2e-05,"(50, 150)",0,3024534399,,10.0,2,True,,4.719637870788574,4.9404911285393374e-05
RelaxedMILP,500,0.2,2e-05,"(50, 150)",0,3024534399,,20.0,2,True,,4.720643997192383,4.9404911285393374e-05
RelaxedMILP,500,0.2,2e-05,"(50, 150)",0,3024534399,,30.0,2,True,,4.72606086730957,4.9404911285393374e-05
RelaxedMILP,500,0.2,2e-05,"(50, 150)",0,3024534399,,40.0,2,True,,4.711477041244507,4.9404911285393374e-05
RelaxedMILP,500,0.2,2e-05,"(50, 150)",0,3024534399,,50.0,2,True,,4.701805114746094,4.9404911285393374e-05
RelaxedMILP,500,0.2,2e-05,"(50, 150)",0,3024534399,,60.0,2,True,,4.722145080566406,4.9404911285393374e-05
ILP,300,0.2,3e-05,"(75, 175)",0,1684631962,1.0,,2,True,12.0,63.74309587478638,
MILP,300,0.2,3e-05,"(75, 175)",0,1684631962,1.0,,2,True,7.0,14.605340003967285,
ILP,300,0.2,3e-05,"(75, 175)",0,1684631962,5.0,,2,True,60.0,53.50131011009216,
MILP,300,0.2,3e-05,"(75, 175)",0,1684631962,5.0,,2,True,40.0,15.163075923919678,
ILP,300,0.2,3e-05,"(75, 175)",0,1684631962,10.0,,2,True,72.0,19.048232078552246,
MILP,300,0.2,3e-05,"(75, 175)",0,1684631962,10.0,,2,True,80.0,15.20572805404663,
ILP,300,0.2,3e-05,"(75, 175)",0,1684631962,20.0,,2,True,205.0,53.67653489112854,
MILP,300,0.2,3e-05,"(75, 175)",0,1684631962,20.0,,2,True,160.0,15.352722883224487,
ILP,300,0.2,3e-05,"(75, 175)",0,1684631962,1000.0,,2,True,1415.0,53.88141703605652,
MILP,300,0.2,3e-05,"(75, 175)",0,1684631962,1000.0,,2,True,611.0,16.47980499267578,
RelaxedMILP,300,0.2,3e-05,"(75, 175)",0,1684631962,,10.0,2,True,,1.6453509330749512,6.0884040444385696e-05
RelaxedMILP,300,0.2,3e-05,"(75, 175)",0,1684631962,,20.0,2,True,,1.678177833557129,6.0884040444385696e-05
RelaxedMILP,300,0.2,3e-05,"(75, 175)",0,1684631962,,30.0,2,True,,1.6347479820251465,6.0884040444385696e-05
RelaxedMILP,300,0.2,3e-05,"(75, 175)",0,1684631962,,40.0,2,True,,1.6197450160980225,6.0884040444385696e-05
RelaxedMILP,300,0.2,3e-05,"(75, 175)",0,1684631962,,50.0,2,True,,1.6866869926452637,6.0884040444385696e-05
RelaxedMILP,300,0.2,3e-05,"(75, 175)",0,1684631962,,60.0,2,True,,1.690911054611206,6.0884040444385696e-05
ILP,400,0.1,1e-05,"(75, 175)",2,3935763907,1.0,,2,True,10.0,28.78579592704773,
MILP,400,0.1,1e-05,"(75, 175)",2,3935763907,1.0,,2,True,22.0,70.59305095672607,
ILP,400,0.1,1e-05,"(75, 175)",2,3935763907,5.0,,2,True,40.0,22.666797876358032,
MILP,400,0.1,1e-05,"(75, 175)",2,3935763907,5.0,,2,True,90.0,43.629202127456665,
ILP,400,0.1,1e-05,"(75, 175)",2,3935763907,10.0,,2,True,115.0,39.9830219745636,
MILP,400,0.1,1e-05,"(75, 175)",2,3935763907,10.0,,2,True,190.0,42.30573391914368,
ILP,400,0.1,1e-05,"(75, 175)",2,3935763907,20.0,,2,True,180.0,28.596802949905396,
MILP,400,0.1,1e-05,"(75, 175)",2,3935763907,20.0,,2,True,480.0,61.093981981277466,
ILP,400,0.1,1e-05,"(75, 175)",2,3935763907,1000.0,,2,True,1148.0,56.84195804595947,
MILP,400,0.1,1e-05,"(75, 175)",2,3935763907,1000.0,,2,True,2142.0,75.62356400489807,
RelaxedMILP,400,0.1,1e-05,"(75, 175)",2,3935763907,,10.0,9,False,,10.00289011001587,0.000681977945882427
RelaxedMILP,400,0.1,1e-05,"(75, 175)",2,3935763907,,20.0,2,True,,10.958470821380615,0.0
RelaxedMILP,400,0.1,1e-05,"(75, 175)",2,3935763907,,30.0,2,True,,11.10280704498291,0.0
RelaxedMILP,400,0.1,1e-05,"(75, 175)",2,3935763907,,40.0,2,True,,10.631272077560425,0.0
RelaxedMILP,400,0.1,1e-05,"(75, 175)",2,3935763907,,50.0,2,True,,10.74602198600769,0.0
RelaxedMILP,400,0.1,1e-05,"(75, 175)",2,3935763907,,60.0,2,True,,10.749159097671509,0.0
ILP,400,0.1,2e-05,"(75, 175)",2,2265237246,1.0,,2,True,14.0,40.12648606300354,
MILP,400,0.1,2e-05,"(75, 175)",2,2265237246,1.0,,2,True,16.0,62.11046290397644,
ILP,400,0.1,2e-05,"(75, 175)",2,2265237246,5.0,,2,True,60.0,48.37047290802002,
MILP,400,0.1,2e-05,"(75, 175)",2,2265237246,5.0,,2,True,91.0,81.23896288871765,
ILP,400,0.1,2e-05,"(75, 175)",2,2265237246,10.0,,2,True,150.0,113.50043320655823,
MILP,400,0.1,2e-05,"(75, 175)",2,2265237246,10.0,,2,True,166.0,66.45559096336365,
ILP,400,0.1,2e-05,"(75, 175)",2,2265237246,20.0,,2,True,300.0,56.8517279624939,
MILP,400,0.1,2e-05,"(75, 175)",2,2265237246,20.0,,2,True,246.0,42.47304010391235,
ILP,400,0.1,2e-05,"(75, 175)",2,2265237246,1000.0,,2,True,2928.0,60.75335907936096,
MILP,400,0.1,2e-05,"(75, 175)",2,2265237246,1000.0,,2,True,1822.0,83.25753784179688,
RelaxedMILP,400,0.1,2e-05,"(75, 175)",2,2265237246,,10.0,2,True,,5.727020025253296,9.260116677470137e-05
RelaxedMILP,400,0.1,2e-05,"(75, 175)",2,2265237246,,20.0,2,True,,5.389140844345093,9.260116677470137e-05
RelaxedMILP,400,0.1,2e-05,"(75, 175)",2,2265237246,,30.0,2,True,,5.695559978485107,9.260116677470137e-05
RelaxedMILP,400,0.1,2e-05,"(75, 175)",2,2265237246,,40.0,2,True,,5.364328861236572,9.260116677470137e-05
RelaxedMILP,400,0.1,2e-05,"(75, 175)",2,2265237246,,50.0,2,True,,5.403140068054199,9.260116677470137e-05
RelaxedMILP,400,0.1,2e-05,"(75, 175)",2,2265237246,,60.0,2,True,,5.494642019271851,9.260116677470137e-05
ILP,400,0.2,3e-05,"(50, 150)",1,1630667455,1.0,,2,True,10.0,88.3219199180603,
MILP,400,0.2,3e-05,"(50, 150)",1,1630667455,1.0,,2,True,6.0,52.69072508811951,
ILP,400,0.2,3e-05,"(50, 150)",1,1630667455,5.0,,2,True,40.0,85.95147109031677,
MILP,400,0.2,3e-05,"(50, 150)",1,1630667455,5.0,,2,True,30.0,52.75001502037048,
ILP,400,0.2,3e-05,"(50, 150)",1,1630667455,10.0,,2,True,79.0,113.48655104637146,
MILP,400,0.2,3e-05,"(50, 150)",1,1630667455,10.0,,2,True,60.0,52.88687300682068,
ILP,400,0.2,3e-05,"(50, 150)",1,1630667455,20.0,,2,True,149.0,86.10317516326904,
MILP,400,0.2,3e-05,"(50, 150)",1,1630667455,20.0,,2,True,117.0,53.00653004646301,
ILP,400,0.2,3e-05,"(50, 150)",1,1630667455,1000.0,,2,True,1093.0,88.06517219543457,
MILP,400,0.2,3e-05,"(50, 150)",1,1630667455,1000.0,,2,True,897.0,56.07023501396179,
RelaxedMILP,400,0.2,3e-05,"(50, 150)",1,1630667455,,10.0,2,True,,3.1175429821014404,9.898532760868188e-05
RelaxedMILP,400,0.2,3e-05,"(50, 150)",1,1630667455,,20.0,2,True,,3.129187822341919,9.898532760868188e-05
RelaxedMILP,400,0.2,3e-05,"(50, 150)",1,1630667455,,30.0,2,True,,3.1398580074310303,9.898532760868188e-05
RelaxedMILP,400,0.2,3e-05,"(50, 150)",1,1630667455,,40.0,2,True,,3.1159369945526123,9.898532760868188e-05
RelaxedMILP,400,0.2,3e-05,"(50, 150)",1,1630667455,,50.0,2,True,,3.1315040588378906,9.898532760868188e-05
RelaxedMILP,400,0.2,3e-05,"(50, 150)",1,1630667455,,60.0,2,True,,3.116895914077759,9.898532760868188e-05
ILP,400,0.2,2e-05,"(100, 200)",2,715267420,1.0,,2,True,3.0,6.309509038925171,
MILP,400,0.2,2e-05,"(100, 200)",2,715267420,1.0,,2,True,7.0,53.37425088882446,
ILP,400,0.2,2e-05,"(100, 200)",2,715267420,5.0,,2,True,15.0,6.488154888153076,
MILP,400,0.2,2e-05,"(100, 200)",2,715267420,5.0,,2,True,35.0,53.34947109222412,
ILP,400,0.2,2e-05,"(100, 200)",2,715267420,10.0,,2,True,30.0,6.155972003936768,
MILP,400,0.2,2e-05,"(100, 200)",2,715267420,10.0,,2,True,60.0,39.35712003707886,
ILP,400,0.2,2e-05,"(100, 200)",2,715267420,20.0,,2,True,60.0,6.471538066864014,
MILP,400,0.2,2e-05,"(100, 200)",2,715267420,20.0,,2,True,120.0,39.51091814041138,
ILP,400,0.2,2e-05,"(100, 200)",2,715267420,1000.0,,2,True,187.0,6.321353197097778,
MILP,400,0.2,2e-05,"(100, 200)",2,715267420,1000.0,,2,True,735.0,42.349584102630615,
RelaxedMILP,400,0.2,2e-05,"(100, 200)",2,715267420,,10.0,2,True,,3.490324020385742,9.140484829006591e-05
RelaxedMILP,400,0.2,2e-05,"(100, 200)",2,715267420,,20.0,2,True,,3.4287688732147217,9.140484829006591e-05
RelaxedMILP,400,0.2,2e-05,"(100, 200)",2,715267420,,30.0,2,True,,3.4792559146881104,9.140484829006591e-05
RelaxedMILP,400,0.2,2e-05,"(100, 200)",2,715267420,,40.0,2,True,,3.4234540462493896,9.140484829006591e-05
RelaxedMILP,400,0.2,2e-05,"(100, 200)",2,715267420,,50.0,2,True,,3.54158091545105,9.140484829006591e-05
RelaxedMILP,400,0.2,2e-05,"(100, 200)",2,715267420,,60.0,2,True,,3.4394919872283936,9.140484829006591e-05
ILP,400,0.3,2e-05,"(100, 200)",2,2315180114,1.0,,2,True,1.0,18.3501238822937,
MILP,400,0.3,2e-05,"(100, 200)",2,2315180114,1.0,,2,True,1.0,13.44974398612976,
ILP,400,0.3,2e-05,"(100, 200)",2,2315180114,5.0,,2,True,5.0,18.354158878326416,
MILP,400,0.3,2e-05,"(100, 200)",2,2315180114,5.0,,2,True,5.0,13.447598934173584,
ILP,400,0.3,2e-05,"(100, 200)",2,2315180114,10.0,,2,True,10.0,18.34837293624878,
MILP,400,0.3,2e-05,"(100, 200)",2,2315180114,10.0,,2,True,10.0,13.455907106399536,
ILP,400,0.3,2e-05,"(100, 200)",2,2315180114,20.0,,2,True,20.0,18.38767695426941,
MILP,400,0.3,2e-05,"(100, 200)",2,2315180114,20.0,,2,True,20.0,13.467474222183228,
ILP,400,0.3,2e-05,"(100, 200)",2,2315180114,1000.0,,2,True,204.0,19.207422971725464,
MILP,400,0.3,2e-05,"(100, 200)",2,2315180114,1000.0,,2,True,204.0,14.228500127792358,
RelaxedMILP,400,0.3,2e-05,"(100, 200)",2,2315180114,,10.0,2,True,,1.786257028579712,0.0
RelaxedMILP,400,0.3,2e-05,"(100, 200)",2,2315180114,,20.0,2,True,,1.77689790725708,0.0
RelaxedMILP,400,0.3,2e-05,"(100, 200)",2,2315180114,,30.0,2,True,,1.7829930782318115,0.0
RelaxedMILP,400,0.3,2e-05,"(100, 200)",2,2315180114,,40.0,2,True,,1.781738042831421,0.0
RelaxedMILP,400,0.3,2e-05,"(100, 200)",2,2315180114,,50.0,2,True,,1.7945799827575684,0.0
RelaxedMILP,400,0.3,2e-05,"(100, 200)",2,2315180114,,60.0,2,True,,1.8580608367919922,0.0
ILP,200,0.3,0.0002,"(75, 175)",2,801321197,1.0,,2,True,8.0,16.41036295890808,
MILP,200,0.3,0.0002,"(75, 175)",2,801321197,1.0,,2,True,15.0,14.908211946487427,
ILP,200,0.3,0.0002,"(75, 175)",2,801321197,5.0,,2,True,40.0,16.408193111419678,
MILP,200,0.3,0.0002,"(75, 175)",2,801321197,5.0,,2,True,75.0,11.702300071716309,
ILP,200,0.3,0.0002,"(75, 175)",2,801321197,10.0,,2,True,80.0,16.317702054977417,
MILP,200,0.3,0.0002,"(75, 175)",2,801321197,10.0,,2,True,130.0,15.426661968231201,
ILP,200,0.3,0.0002,"(75, 175)",2,801321197,20.0,,2,True,160.0,16.329576015472412,
MILP,200,0.3,0.0002,"(75, 175)",2,801321197,20.0,,2,True,248.0,22.43141198158264,
ILP,200,0.3,0.0002,"(75, 175)",2,801321197,1000.0,,2,True,1001.0,19.76562213897705,
MILP,200,0.3,0.0002,"(75, 175)",2,801321197,1000.0,,2,True,1114.0,18.166324138641357,
RelaxedMILP,200,0.3,0.0002,"(75, 175)",2,801321197,,10.0,2,True,,2.904099941253662,9.831439961854013e-05
RelaxedMILP,200,0.3,0.0002,"(75, 175)",2,801321197,,20.0,2,True,,2.921036958694458,9.831439961854013e-05
RelaxedMILP,200,0.3,0.0002,"(75, 175)",2,801321197,,30.0,2,True,,3.087301015853882,9.831439961854013e-05
RelaxedMILP,200,0.3,0.0002,"(75, 175)",2,801321197,,40.0,2,True,,2.937019109725952,9.831439961854013e-05
RelaxedMILP,200,0.3,0.0002,"(75, 175)",2,801321197,,50.0,2,True,,2.8852570056915283,9.831439961854013e-05
RelaxedMILP,200,0.3,0.0002,"(75, 175)",2,801321197,,60.0,2,True,,2.891490936279297,9.831439961854013e-05
ILP,400,0.2,1e-05,"(50, 150)",2,1471996144,1.0,,2,True,15.0,214.24924683570862,
MILP,400,0.2,1e-05,"(50, 150)",2,1471996144,1.0,,2,True,10.0,128.11942601203918,
ILP,400,0.2,1e-05,"(50, 150)",2,1471996144,5.0,,2,True,75.0,213.83290815353394,
MILP,400,0.2,1e-05,"(50, 150)",2,1471996144,5.0,,2,True,50.0,128.0769488811493,
ILP,400,0.2,1e-05,"(50, 150)",2,1471996144,10.0,,2,True,182.0,281.5875840187073,
MILP,400,0.2,1e-05,"(50, 150)",2,1471996144,10.0,,2,True,100.0,128.3453288078308,
ILP,400,0.2,1e-05,"(50, 150)",2,1471996144,20.0,,2,True,362.0,280.39768290519714,
MILP,400,0.2,1e-05,"(50, 150)",2,1471996144,20.0,,2,True,195.0,128.50254106521606,
ILP,400,0.2,1e-05,"(50, 150)",2,1471996144,1000.0,,2,True,1366.0,121.13385605812073,
MILP,400,0.2,1e-05,"(50, 150)",2,1471996144,1000.0,,2,True,1618.0,126.45435690879822,
RelaxedMILP,400,0.2,1e-05,"(50, 150)",2,1471996144,,10.0,2,True,,2.887686014175415,5.6892530010809584e-05
RelaxedMILP,400,0.2,1e-05,"(50, 150)",2,1471996144,,20.0,2,True,,2.8802490234375,5.6892530010809584e-05
RelaxedMILP,400,0.2,1e-05,"(50, 150)",2,1471996144,,30.0,2,True,,2.9734621047973633,5.6892530010809584e-05
RelaxedMILP,400,0.2,1e-05,"(50, 150)",2,1471996144,,40.0,2,True,,3.0544729232788086,5.6892530010809584e-05
RelaxedMILP,400,0.2,1e-05,"(50, 150)",2,1471996144,,50.0,2,True,,2.9523708820343018,5.6892530010809584e-05
RelaxedMILP,400,0.2,1e-05,"(50, 150)",2,1471996144,,60.0,2,True,,2.9610259532928467,5.6892530010809584e-05
ILP,200,0.3,0.0001,"(100, 200)",1,680878695,1.0,,2,True,4.0,6.485733985900879,
MILP,200,0.3,0.0001,"(100, 200)",1,680878695,1.0,,2,True,6.0,11.647950887680054,
ILP,200,0.3,0.0001,"(100, 200)",1,680878695,5.0,,2,True,20.0,6.486745119094849,
MILP,200,0.3,0.0001,"(100, 200)",1,680878695,5.0,,2,True,30.0,11.6684889793396,
ILP,200,0.3,0.0001,"(100, 200)",1,680878695,10.0,,2,True,40.0,6.5748279094696045,
MILP,200,0.3,0.0001,"(100, 200)",1,680878695,10.0,,2,True,60.0,11.680327892303467,
ILP,200,0.3,0.0001,"(100, 200)",1,680878695,20.0,,2,True,80.0,6.690546989440918,
MILP,200,0.3,0.0001,"(100, 200)",1,680878695,20.0,,2,True,120.0,11.69022512435913,
ILP,200,0.3,0.0001,"(100, 200)",1,680878695,1000.0,,2,True,309.0,7.315967798233032,
MILP,200,0.3,0.0001,"(100, 200)",1,680878695,1000.0,,2,True,597.0,13.580003023147583,
RelaxedMILP,200,0.3,0.0001,"(100, 200)",1,680878695,,10.0,2,True,,1.0448670387268066,9.816753926701571e-05
RelaxedMILP,200,0.3,0.0001,"(100, 200)",1,680878695,,20.0,2,True,,1.0230679512023926,9.816753926701571e-05
RelaxedMILP,200,0.3,0.0001,"(100, 200)",1,680878695,,30.0,2,True,,1.0598840713500977,9.816753926701571e-05
RelaxedMILP,200,0.3,0.0001,"(100, 200)",1,680878695,,40.0,2,True,,1.0581250190734863,9.816753926701571e-05
RelaxedMILP,200,0.3,0.0001,"(100, 200)",1,680878695,,50.0,2,True,,1.0190489292144775,9.816753926701571e-05
RelaxedMILP,200,0.3,0.0001,"(100, 200)",1,680878695,,60.0,2,True,,1.0519728660583496,9.816753926701571e-05
ILP,500,0.2,3e-05,"(75, 175)",2,2076890846,1.0,,2,True,3.0,32.56328296661377,
MILP,500,0.2,3e-05,"(75, 175)",2,2076890846,1.0,,2,True,9.0,42.76369500160217,
ILP,500,0.2,3e-05,"(75, 175)",2,2076890846,5.0,,2,True,15.0,32.6831841468811,
MILP,500,0.2,3e-05,"(75, 175)",2,2076890846,5.0,,2,True,45.0,42.839454889297485,
ILP,500,0.2,3e-05,"(75, 175)",2,2076890846,10.0,,2,True,30.0,32.9656879901886,
MILP,500,0.2,3e-05,"(75, 175)",2,2076890846,10.0,,2,True,90.0,43.10622787475586,
ILP,500,0.2,3e-05,"(75, 175)",2,2076890846,20.0,,2,True,60.0,32.71136689186096,
MILP,500,0.2,3e-05,"(75, 175)",2,2076890846,20.0,,2,True,176.0,43.316859006881714,
ILP,500,0.2,3e-05,"(75, 175)",2,2076890846,1000.0,,2,True,268.0,33.38461399078369,
MILP,500,0.2,3e-05,"(75, 175)",2,2076890846,1000.0,,2,True,623.0,44.9156699180603,
RelaxedMILP,500,0.2,3e-05,"(75, 175)",2,2076890846,,10.0,2,True,,8.192930936813354,9.964069519290025e-05
RelaxedMILP,500,0.2,3e-05,"(75, 175)",2,2076890846,,20.0,2,True,,8.79910397529602,9.964069519290025e-05
RelaxedMILP,500,0.2,3e-05,"(75, 175)",2,2076890846,,30.0,2,True,,8.50117301940918,9.964069519290025e-05
RelaxedMILP,500,0.2,3e-05,"(75, 175)",2,2076890846,,40.0,2,True,,8.384323835372925,9.964069519290025e-05
RelaxedMILP,500,0.2,3e-05,"(75, 175)",2,2076890846,,50.0,2,True,,8.111617088317871,9.964069519290025e-05
RelaxedMILP,500,0.2,3e-05,"(75, 175)",2,2076890846,,60.0,2,True,,8.344815969467163,9.964069519290025e-05
ILP,500,0.1,1e-05,"(25, 125)",1,2720025092,1.0,,2,True,11.0,93.39939308166504,
MILP,500,0.1,1e-05,"(25, 125)",1,2720025092,1.0,,2,True,13.0,212.03242707252502,
ILP,500,0.1,1e-05,"(25, 125)",1,2720025092,5.0,,2,True,47.0,96.58233690261841,
MILP,500,0.1,1e-05,"(25, 125)",1,2720025092,5.0,,2,True,55.0,207.30088710784912,
ILP,500,0.1,1e-05,"(25, 125)",1,2720025092,10.0,,2,True,80.0,68.25608897209167,
MILP,500,0.1,1e-05,"(25, 125)",1,2720025092,10.0,,2,True,140.0,230.3828730583191,
ILP,500,0.1,1e-05,"(25, 125)",1,2720025092,20.0,,2,True,192.0,60.116769790649414,
MILP,500,0.1,1e-05,"(25, 125)",1,2720025092,20.0,,2,True,280.0,263.5376880168915,
ILP,500,0.1,1e-05,"(25, 125)",1,2720025092,1000.0,,2,True,2011.0,206.8104431629181,
MILP,500,0.1,1e-05,"(25, 125)",1,2720025092,1000.0,,2,True,2502.0,283.9263310432434,
RelaxedMILP,500,0.1,1e-05,"(25, 125)",1,2720025092,,10.0,9,False,,10.080001831054688,0.00024134257106361436
RelaxedMILP,500,0.1,1e-05,"(25, 125)",1,2720025092,,20.0,2,True,,12.484421968460083,0.0
RelaxedMILP,500,0.1,1e-05,"(25, 125)",1,2720025092,,30.0,2,True,,12.900850057601929,0.0
RelaxedMILP,500,0.1,1e-05,"(25, 125)",1,2720025092,,40.0,2,True,,12.57570505142212,0.0
RelaxedMILP,500,0.1,1e-05,"(25, 125)",1,2720025092,,50.0,2,True,,12.912704944610596,0.0
RelaxedMILP,500,0.1,1e-05,"(25, 125)",1,2720025092,,60.0,2,True,,12.481695890426636,0.0
ILP,200,0.1,0.0003,"(75, 175)",2,1261137604,1.0,,2,True,9.0,6.312367916107178,
MILP,200,0.1,0.0003,"(75, 175)",2,1261137604,1.0,,2,True,13.0,4.963130950927734,
ILP,200,0.1,0.0003,"(75, 175)",2,1261137604,5.0,,2,True,50.0,7.022367000579834,
MILP,200,0.1,0.0003,"(75, 175)",2,1261137604,5.0,,2,True,68.0,4.643172025680542,
ILP,200,0.1,0.0003,"(75, 175)",2,1261137604,10.0,,2,True,107.0,8.022989988327026,
MILP,200,0.1,0.0003,"(75, 175)",2,1261137604,10.0,,2,True,180.0,5.208178997039795,
ILP,200,0.1,0.0003,"(75, 175)",2,1261137604,20.0,,2,True,180.0,6.815737009048462,
MILP,200,0.1,0.0003,"(75, 175)",2,1261137604,20.0,,2,True,315.0,5.920639991760254,
ILP,200,0.1,0.0003,"(75, 175)",2,1261137604,1000.0,,2,True,666.0,7.328667879104614,
MILP,200,0.1,0.0003,"(75, 175)",2,1261137604,1000.0,,2,True,1076.0,9.631659030914307,
RelaxedMILP,200,0.1,0.0003,"(75, 175)",2,1261137604,,10.0,2,True,,3.772125005722046,0.0
RelaxedMILP,200,0.1,0.0003,"(75, 175)",2,1261137604,,20.0,2,True,,3.826643943786621,0.0
RelaxedMILP,200,0.1,0.0003,"(75, 175)",2,1261137604,,30.0,2,True,,3.5401439666748047,0.0
RelaxedMILP,200,0.1,0.0003,"(75, 175)",2,1261137604,,40.0,2,True,,3.618551015853882,0.0
RelaxedMILP,200,0.1,0.0003,"(75, 175)",2,1261137604,,50.0,2,True,,3.6155478954315186,0.0
RelaxedMILP,200,0.1,0.0003,"(75, 175)",2,1261137604,,60.0,2,True,,4.005613088607788,0.0
ILP,100,0.2,0.001,"(75, 175)",0,3522187895,1.0,,2,True,1.0,0.20980405807495117,
MILP,100,0.2,0.001,"(75, 175)",0,3522187895,1.0,,2,True,1.0,0.07437014579772949,
ILP,100,0.2,0.001,"(75, 175)",0,3522187895,5.0,,2,True,5.0,0.21180987358093262,
MILP,100,0.2,0.001,"(75, 175)",0,3522187895,5.0,,2,True,5.0,0.07363200187683105,
ILP,100,0.2,0.001,"(75, 175)",0,3522187895,10.0,,2,True,10.0,0.21134400367736816,
MILP,100,0.2,0.001,"(75, 175)",0,3522187895,10.0,,2,True,10.0,0.07372903823852539,
ILP,100,0.2,0.001,"(75, 175)",0,3522187895,20.0,,2,True,20.0,0.21265101432800293,
MILP,100,0.2,0.001,"(75, 175)",0,3522187895,20.0,,2,True,20.0,0.07446599006652832,
ILP,100,0.2,0.001,"(75, 175)",0,3522187895,1000.0,,2,True,35.0,0.2168259620666504,
MILP,100,0.2,0.001,"(75, 175)",0,3522187895,1000.0,,2,True,35.0,0.0797579288482666,
RelaxedMILP,100,0.2,0.001,"(75, 175)",0,3522187895,,10.0,2,True,,0.07106399536132812,0.0
RelaxedMILP,100,0.2,0.001,"(75, 175)",0,3522187895,,20.0,2,True,,0.07346296310424805,0.0
RelaxedMILP,100,0.2,0.001,"(75, 175)",0,3522187895,,30.0,2,True,,0.07587194442749023,0.0
RelaxedMILP,100,0.2,0.001,"(75, 175)",0,3522187895,,40.0,2,True,,0.07453608512878418,0.0
RelaxedMILP,100,0.2,0.001,"(75, 175)",0,3522187895,,50.0,2,True,,0.07602691650390625,0.0
RelaxedMILP,100,0.2,0.001,"(75, 175)",0,3522187895,,60.0,2,True,,0.06914210319519043,0.0
ILP,100,0.1,0.003,"(25, 125)",0,1262499815,1.0,,2,True,22.0,25.585571765899658,
MILP,100,0.1,0.003,"(25, 125)",0,1262499815,1.0,,2,True,25.0,19.930465936660767,
ILP,100,0.1,0.003,"(25, 125)",0,1262499815,5.0,,2,True,95.0,31.35363483428955,
MILP,100,0.1,0.003,"(25, 125)",0,1262499815,5.0,,2,True,159.0,12.17671012878418,
ILP,100,0.1,0.003,"(25, 125)",0,1262499815,10.0,,2,True,199.0,27.854820013046265,
MILP,100,0.1,0.003,"(25, 125)",0,1262499815,10.0,,2,True,198.0,13.362040042877197,
ILP,100,0.1,0.003,"(25, 125)",0,1262499815,20.0,,2,True,355.0,36.30378699302673,
MILP,100,0.1,0.003,"(25, 125)",0,1262499815,20.0,,2,True,357.0,18.333143949508667,
ILP,100,0.1,0.003,"(25, 125)",0,1262499815,1000.0,,2,True,485.0,32.398520946502686,
MILP,100,0.1,0.003,"(25, 125)",0,1262499815,1000.0,,2,True,800.0,24.276171922683716,
RelaxedMILP,100,0.1,0.003,"(25, 125)",0,1262499815,,10.0,9,False,,10.005053997039795,0.003906522497384025
RelaxedMILP,100,0.1,0.003,"(25, 125)",0,1262499815,,20.0,2,True,,12.885568141937256,0.0
RelaxedMILP,100,0.1,0.003,"(25, 125)",0,1262499815,,30.0,2,True,,13.059377908706665,0.0
RelaxedMILP,100,0.1,0.003,"(25, 125)",0,1262499815,,40.0,2,True,,13.010365962982178,0.0
RelaxedMILP,100,0.1,0.003,"(25, 125)",0,1262499815,,50.0,2,True,,12.805159091949463,0.0
RelaxedMILP,100,0.1,0.003,"(25, 125)",0,1262499815,,60.0,2,True,,13.045593023300171,0.0
ILP,300,0.1,1e-05,"(25, 125)",1,1978985665,1.0,,2,True,13.0,4.427849054336548,
MILP,300,0.1,1e-05,"(25, 125)",1,1978985665,1.0,,2,True,9.0,18.039912939071655,
ILP,300,0.1,1e-05,"(25, 125)",1,1978985665,5.0,,2,True,120.0,25.55438804626465,
MILP,300,0.1,1e-05,"(25, 125)",1,1978985665,5.0,,2,True,49.0,19.441383123397827,
ILP,300,0.1,1e-05,"(25, 125)",1,1978985665,10.0,,2,True,180.0,32.16238021850586,
MILP,300,0.1,1e-05,"(25, 125)",1,1978985665,10.0,,2,True,104.0,19.637269020080566,
ILP,300,0.1,1e-05,"(25, 125)",1,1978985665,20.0,,2,True,405.0,9.809160947799683,
MILP,300,0.1,1e-05,"(25, 125)",1,1978985665,20.0,,2,True,142.0,17.966795921325684,
ILP,300,0.1,1e-05,"(25, 125)",1,1978985665,1000.0,,2,True,339.0,2.5808918476104736,
MILP,300,0.1,1e-05,"(25, 125)",1,1978985665,1000.0,,2,True,1065.0,22.46765899658203,
RelaxedMILP,300,0.1,1e-05,"(25, 125)",1,1978985665,,10.0,2,True,,2.2688708305358887,0.0
RelaxedMILP,300,0.1,1e-05,"(25, 125)",1,1978985665,,20.0,2,True,,2.227565050125122,0.0
RelaxedMILP,300,0.1,1e-05,"(25, 125)",1,1978985665,,30.0,2,True,,2.283121109008789,0.0
RelaxedMILP,300,0.1,1e-05,"(25, 125)",1,1978985665,,40.0,2,True,,2.2515478134155273,0.0
RelaxedMILP,300,0.1,1e-05,"(25, 125)",1,1978985665,,50.0,2,True,,2.2367379665374756,0.0
RelaxedMILP,300,0.1,1e-05,"(25, 125)",1,1978985665,,60.0,2,True,,2.2623679637908936,0.0
ILP,500,0.3,3e-05,"(75, 175)",0,3236609541,1.0,,2,True,3.0,263.78039622306824,
MILP,500,0.3,3e-05,"(75, 175)",0,3236609541,1.0,,2,True,5.0,185.93166995048523,
ILP,500,0.3,3e-05,"(75, 175)",0,3236609541,5.0,,2,True,15.0,263.21438002586365,
MILP,500,0.3,3e-05,"(75, 175)",0,3236609541,5.0,,2,True,25.0,185.9936921596527,
ILP,500,0.3,3e-05,"(75, 175)",0,3236609541,10.0,,2,True,30.0,263.0011658668518,
