method,n,d,instance_id,LB,UB,Cuts,TotalTime,Gap%,Cost,FirstStageTime,SecondStageTime
MILP,200,0.1,"RNDN200D0.1R0.0003P(100, 200)I0",263090.0476190477,263095.0,20.0,10.986932039260864,0.0018823546446374,,,
Matheuristic,200,0.1,"RNDN200D0.1R0.0003P(100, 200)I0",,,,5.813538074493408,,253735.0,5.189552068710327,0.623986005783081
ILP,200,0.1,"RNDN200D0.1R0.0003P(100, 200)I1",265773.0,265773.0,14.0,17.30994701385498,0.0,,,
MILP,200,0.1,"RNDN200D0.1R0.0003P(100, 200)I1",265773.0,265773.0,10.0,7.95281720161438,0.0,,,
Matheuristic,200,0.1,"RNDN200D0.1R0.0003P(100, 200)I1",,,,5.015061855316162,,254601.0,4.853412866592407,0.1616489887237548
ILP,200,0.1,"RNDN200D0.1R0.0003P(100, 200)I2",262773.0,262773.0,7.0,5.494731903076172,0.0,,,
MILP,200,0.1,"RNDN200D0.1R0.0003P(100, 200)I2",262753.6666666667,262773.0,5.0,1.518276929855347,0.007357427640326,,,
Matheuristic,200,0.1,"RNDN200D0.1R0.0003P(100, 200)I2",,,,1.9934852123260496,,253776.0,1.2930490970611572,0.7004361152648926
ILP,200,0.2,"RNDN200D0.2R0.0001P(25, 125)I0",192406.0,192406.0,5.0,5.74691104888916,0.0,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(25, 125)I0",192398.99999999997,192406.0,11.0,10.277445793151855,0.0036381401827537,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(25, 125)I0",,,,1.7325060367584229,,206849.0,1.2585079669952393,0.4739980697631836
ILP,200,0.2,"RNDN200D0.2R0.0001P(25, 125)I1",192142.0,192149.0,10.0,4.060896158218384,0.0036430062087234,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(25, 125)I1",192144.0,192151.0,8.0,4.72658896446228,0.0036429682905631,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(25, 125)I1",,,,2.0738697052001953,,205663.0,1.3530147075653076,0.7208549976348877
ILP,200,0.2,"RNDN200D0.2R0.0001P(25, 125)I2",193158.0,193174.0,7.0,4.5336339473724365,0.0082826881464379,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(25, 125)I2",193174.0,193174.0,7.0,4.835180997848511,0.0,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(25, 125)I2",,,,2.0863726139068604,,205777.0,0.7949087619781494,1.291463851928711
ILP,200,0.2,"RNDN200D0.2R0.0001P(50, 150)I0",257655.0,257655.0,14.0,10.685611963272097,0.0,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(50, 150)I0",257650.44444444444,257655.0,13.0,8.109050989151001,0.0017680835052927,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(50, 150)I0",,,,2.568188428878784,,275491.0,2.149982213973999,0.4182062149047851
ILP,200,0.2,"RNDN200D0.2R0.0001P(50, 150)I1",258444.1860465116,258451.0,12.0,6.010278940200806,0.0026364585505166,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(50, 150)I1",258431.18604651163,258451.0,15.0,5.795158863067627,0.0076664255461834,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(50, 150)I1",,,,2.649937868118286,,275053.0,2.5649120807647705,0.0850257873535156
ILP,200,0.2,"RNDN200D0.2R0.0001P(50, 150)I2",258648.0,258659.0,5.0,2.7486438751220703,0.004252703366208,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(50, 150)I2",258641.85714285713,258659.0,11.0,4.7945849895477295,0.0066275896616277,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(50, 150)I2",,,,2.3429019451141357,,274737.0,1.5916311740875244,0.7512707710266113
ILP,200,0.2,"RNDN200D0.2R0.0001P(75, 175)I0",323045.0,323050.0,6.0,3.8069300651550297,0.0015477480266212,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(75, 175)I0",323040.0,323056.0,9.0,3.5837419033050537,0.0049527016987766,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(75, 175)I0",,,,1.7737009525299072,,342454.0,1.6035208702087402,0.170180082321167
ILP,200,0.2,"RNDN200D0.2R0.0001P(75, 175)I1",321756.0,321763.0,5.0,3.1334619522094727,0.0021755142760354,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(75, 175)I1",321759.00000000006,321763.0,16.0,7.376485824584961,0.0012431510148593,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(75, 175)I1",,,,1.9118893146514893,,344241.0,1.7797009944915771,0.1321883201599121
ILP,200,0.2,"RNDN200D0.2R0.0001P(75, 175)I2",319993.0,320011.0,11.0,6.16455602645874,0.0056248066472715,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(75, 175)I2",320000.6666666667,320021.0,17.0,5.7177770137786865,0.0063537497018364,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(75, 175)I2",,,,4.554917335510254,,341419.0,3.4758059978485107,1.0791113376617432
ILP,200,0.2,"RNDN200D0.2R0.0001P(100, 200)I0",385867.133332334,385879.0,6.0,1.768378973007202,0.0030752302317583,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(100, 200)I0",385879.0,385879.0,10.0,3.767234086990357,0.0,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(100, 200)I0",,,,1.6179070472717283,,410981.0,1.01122784614563,0.6066792011260986
ILP,200,0.2,"RNDN200D0.2R0.0001P(100, 200)I1",384314.0,384334.0,11.0,5.089946031570435,0.0052038071052782,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(100, 200)I1",384334.0,384334.0,16.0,8.028650999069214,0.0,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(100, 200)I1",,,,2.5122880935668945,,409420.0,1.984342098236084,0.5279459953308105
ILP,200,0.2,"RNDN200D0.2R0.0001P(100, 200)I2",389376.0,389376.0,18.0,4.81263279914856,0.0,,,
MILP,200,0.2,"RNDN200D0.2R0.0001P(100, 200)I2",389351.4,389381.0,14.0,9.912171840667725,0.0076018090250876,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0001P(100, 200)I2",,,,2.155390739440918,,413497.0,1.6524097919464111,0.5029809474945068
ILP,200,0.2,"RNDN200D0.2R0.0002P(25, 125)I0",408026.0,408050.0,3.0,1.9026310443878176,0.0058816321529224,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(25, 125)I0",408022.7549019608,408050.0,8.0,3.2600560188293457,0.0066769018598742,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(25, 125)I0",,,,2.900538682937622,,413361.0,1.7762408256530762,1.124297857284546
ILP,200,0.2,"RNDN200D0.2R0.0002P(25, 125)I1",403034.3333333341,403069.0,14.0,15.622964859008787,0.0086006779647829,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(25, 125)I1",403059.75000000006,403069.0,17.0,7.338531017303467,0.0022948924377567,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(25, 125)I1",,,,2.5829806327819824,,408594.0,2.4482808113098145,0.1346998214721679
ILP,200,0.2,"RNDN200D0.2R0.0002P(25, 125)I2",402987.0,403006.0,24.0,17.24854016304016,0.0047145700064018,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(25, 125)I2",402984.7402597402,403024.0,17.0,7.533941984176636,0.0097412909057002,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(25, 125)I2",,,,3.2738280296325684,,408666.0,2.4559390544891357,0.8178889751434326
ILP,200,0.2,"RNDN200D0.2R0.0002P(50, 150)I0",543889.0973312402,543902.0,7.0,5.609773874282837,0.0023722414625812,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(50, 150)I0",543902.0,543902.0,11.0,3.377526044845581,0.0,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(50, 150)I0",,,,3.67241883277893,,548724.0,2.4227728843688965,1.2496459484100342
ILP,200,0.2,"RNDN200D0.2R0.0002P(50, 150)I1",541324.0,541372.0,7.0,11.880269050598145,0.0088663617623371,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(50, 150)I1",541324.75,541359.0,6.0,8.00558090209961,0.0063266704719049,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(50, 150)I1",,,,2.198262929916382,,544358.0,1.602545976638794,0.5957169532775879
ILP,200,0.2,"RNDN200D0.2R0.0002P(50, 150)I2",545588.0,545635.0,10.0,6.743478059768677,0.0086138169288993,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(50, 150)I2",545592.8205128205,545633.0,18.0,9.963186979293823,0.0073638301164883,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(50, 150)I2",,,,3.415205240249634,,551657.0,3.239743947982788,0.1754612922668457
ILP,200,0.2,"RNDN200D0.2R0.0002P(75, 175)I0",681111.0,681175.0,9.0,6.64923095703125,0.0093955297830953,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(75, 175)I0",681115.0,681163.0,17.0,7.056253910064697,0.0070467714776052,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(75, 175)I0",,,,2.7258777618408203,,688866.0,2.563840866088867,0.1620368957519531
ILP,200,0.2,"RNDN200D0.2R0.0002P(75, 175)I1",679685.0,679701.0,13.0,11.456284999847412,0.0023539762336674,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(75, 175)I1",679633.5,679701.0,9.0,4.0293450355529785,0.0099308372357845,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(75, 175)I1",,,,2.9817230701446533,,686858.0,2.008000135421753,0.9737229347229004
ILP,200,0.2,"RNDN200D0.2R0.0002P(75, 175)I2",681638.0,681669.0,19.0,12.7034330368042,0.0045476616950455,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(75, 175)I2",681628.25,681669.0,18.0,8.827563047409058,0.0059779746475195,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(75, 175)I2",,,,4.111065149307251,,687505.0,3.253108024597168,0.857957124710083
ILP,200,0.2,"RNDN200D0.2R0.0002P(100, 200)I0",817847.0628019327,817914.0,10.0,8.905301809310913,0.0081838919577506,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(100, 200)I0",817833.2067510547,817893.0,10.0,4.424460172653198,0.0073106444174562,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(100, 200)I0",,,,4.482233047485352,,824453.0,3.96980094909668,0.5124320983886719
ILP,200,0.2,"RNDN200D0.2R0.0002P(100, 200)I1",815975.7272727271,816010.0,14.0,6.0176379680633545,0.0042000376555359,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(100, 200)I1",815984.8571428572,816031.0,12.0,5.700294017791748,0.0056545470874072,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(100, 200)I1",,,,3.0994060039520264,,824569.0,2.5322439670562744,0.567162036895752
ILP,200,0.2,"RNDN200D0.2R0.0002P(100, 200)I2",816924.0,816924.0,11.0,7.402518033981323,0.0,,,
MILP,200,0.2,"RNDN200D0.2R0.0002P(100, 200)I2",816844.5,816924.0,10.0,1.8531079292297363,0.0097316274218899,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0002P(100, 200)I2",,,,2.0436151027679443,,823295.0,1.9180481433868408,0.1255669593811035
ILP,200,0.2,"RNDN200D0.2R0.0003P(25, 125)I0",620350.1162790695,620359.0,11.0,11.120222806930542,0.0014320290236055,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(25, 125)I0",620334.5416666666,620359.0,14.0,23.313479900360107,0.0039426095749996,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(25, 125)I0",,,,4.184785842895508,,616566.0,4.1051719188690186,0.0796139240264892
ILP,200,0.2,"RNDN200D0.2R0.0003P(25, 125)I1",618289.111111111,618327.0,11.0,6.1500701904296875,0.0061276458716815,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(25, 125)I1",618288.7777777778,618333.0,6.0,4.437412977218628,0.0071518457242696,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(25, 125)I1",,,,3.063615083694458,,615120.0,1.9243850708007812,1.1392300128936768
ILP,200,0.2,"RNDN200D0.2R0.0003P(25, 125)I2",623816.0,623851.0,11.0,17.7063250541687,0.0056103140012599,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(25, 125)I2",623804.0173913043,623856.0,23.0,14.597032070159912,0.0083324691428386,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(25, 125)I2",,,,3.32460880279541,,617263.0,2.7698400020599365,0.5547688007354736
ILP,200,0.2,"RNDN200D0.2R0.0003P(50, 150)I0",831313.0,831383.0,11.0,9.899039030075071,0.0084197054787023,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(50, 150)I0",831301.5454545454,831382.0,10.0,5.173376083374023,0.0096772055991815,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(50, 150)I0",,,,5.175606966018677,,822773.0,4.941433906555176,0.2341730594635009
ILP,200,0.2,"RNDN200D0.2R0.0003P(50, 150)I1",837020.6666666666,837077.0,12.0,13.31586503982544,0.0067297671938629,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(50, 150)I1",837017.9999999999,837077.0,13.0,9.908722162246704,0.0070483360551199,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(50, 150)I1",,,,5.318384885787964,,826534.0,4.253139972686768,1.0652449131011963
ILP,200,0.2,"RNDN200D0.2R0.0003P(50, 150)I2",831772.6481481488,831845.0,19.0,15.698171138763428,0.008697756415103,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(50, 150)I2",831748.8897581793,831818.0,14.0,10.05087113380432,0.0083083368982982,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(50, 150)I2",,,,5.2143871784210205,,822260.0,4.888981103897095,0.3254060745239258
ILP,200,0.2,"RNDN200D0.2R0.0003P(75, 175)I0",1040430.052629579,1040524.0,11.0,14.673458814620972,0.0090288518497434,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(75, 175)I0",1040484.5,1040504.0,12.0,4.134526968002319,0.0018740917862881,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(75, 175)I0",,,,3.499708890914917,,1030111.0,2.585469961166382,0.9142389297485352
ILP,200,0.2,"RNDN200D0.2R0.0003P(75, 175)I1",1043907.1052631568,1043962.0,8.0,9.667433977127075,0.0052583079502223,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(75, 175)I1",1043917.9264705882,1043962.0,14.0,10.266951084136965,0.0042217560995329,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(75, 175)I1",,,,5.106795072555542,,1028491.0,4.630706071853638,0.4760890007019043
ILP,200,0.2,"RNDN200D0.2R0.0003P(75, 175)I2",1043054.48809524,1043114.0,7.0,8.968793869018555,0.0057052158019191,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(75, 175)I2",1043049.7214285714,1043094.0,14.0,11.402724981307983,0.0042449262893482,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(75, 175)I2",,,,2.731006145477295,,1029992.0,2.585900068283081,0.1451060771942138
ILP,200,0.2,"RNDN200D0.2R0.0003P(100, 200)I0",1252593.171875,1252652.0,16.0,20.258529901504517,0.004696286358861,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(100, 200)I0",1252551.1952861955,1252647.0,16.0,6.8239829540252686,0.0076481813156066,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(100, 200)I0",,,,3.9217162132263184,,1235068.0,3.5491981506347656,0.3725180625915527
ILP,200,0.2,"RNDN200D0.2R0.0003P(100, 200)I1",1247187.9555555575,1247301.0,6.0,9.444049835205078,0.0090631246541527,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(100, 200)I1",1247204.6666666667,1247290.0,13.0,4.0514562129974365,0.0068414990365717,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(100, 200)I1",,,,4.0203492641448975,,1234982.0,2.8241143226623535,1.196234941482544
ILP,200,0.2,"RNDN200D0.2R0.0003P(100, 200)I2",1250796.75,1250897.0,14.0,13.526526927947998,0.0080142489749355,,,
MILP,200,0.2,"RNDN200D0.2R0.0003P(100, 200)I2",1250851.2857142857,1250963.0,18.0,10.620962858200071,0.0089302629825437,,,
Matheuristic,200,0.2,"RNDN200D0.2R0.0003P(100, 200)I2",,,,4.922459840774536,,1236017.0,3.8546030521392822,1.067856788635254
ILP,200,0.3,"RNDN200D0.3R0.0001P(25, 125)I0",472198.0,472198.0,1.0,0.994293212890625,0.0,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(25, 125)I0",472198.0,472198.0,1.0,0.3501961231231689,0.0,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(25, 125)I0",,,,1.4705698490142822,,491575.0,1.0807509422302246,0.3898189067840576
ILP,200,0.3,"RNDN200D0.3R0.0001P(25, 125)I1",473704.0,473751.0,6.0,11.29884910583496,0.0099208233861247,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(25, 125)I1",473717.0,473751.0,8.0,5.3237690925598145,0.0071767658537923,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(25, 125)I1",,,,2.0295333862304688,,491812.0,1.9202141761779783,0.1093192100524902
ILP,200,0.3,"RNDN200D0.3R0.0001P(25, 125)I2",471110.0,471110.0,6.0,5.173335075378418,0.0,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(25, 125)I2",471105.0,471110.0,3.0,0.5929501056671143,0.0010613232578378,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(25, 125)I2",,,,1.4281182289123535,,489255.0,1.1319072246551514,0.2962110042572021
ILP,200,0.3,"RNDN200D0.3R0.0001P(50, 150)I0",628580.0,628580.0,1.0,1.3435320854187012,0.0,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(50, 150)I0",628580.0,628580.0,1.0,0.631403923034668,0.0,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(50, 150)I0",,,,1.4287309646606443,,650829.0,1.1183218955993652,0.3104090690612793
ILP,200,0.3,"RNDN200D0.3R0.0001P(50, 150)I1",631104.0,631128.0,6.0,6.712561845779419,0.0038027151386089,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(50, 150)I1",631118.9411764706,631175.0,4.0,7.482331991195679,0.0088816609544734,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(50, 150)I1",,,,2.3438189029693604,,654273.0,1.7712819576263428,0.5725369453430176
ILP,200,0.3,"RNDN200D0.3R0.0001P(50, 150)I2",627031.0,627031.0,1.0,1.435662031173706,0.0,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(50, 150)I2",627031.0,627031.0,1.0,0.7760701179504395,0.0,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(50, 150)I2",,,,1.17065691947937,,649875.0,1.0953359603881836,0.0753209590911865
ILP,200,0.3,"RNDN200D0.3R0.0001P(75, 175)I0",787169.117647059,787192.0,7.0,5.696743011474609,0.0029068325060431,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(75, 175)I0",787179.4,787192.0,7.0,8.108248949050903,0.0016006260226192,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(75, 175)I0",,,,2.8608996868133545,,816284.0,1.9001216888427737,0.960777997970581
ILP,200,0.3,"RNDN200D0.3R0.0001P(75, 175)I1",786530.0,786538.0,6.0,4.5748491287231445,0.0010171155112658,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(75, 175)I1",786492.142857143,786538.0,5.0,1.068613052368164,0.0058302514127789,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(75, 175)I1",,,,3.5841259956359863,,815252.0,1.1844637393951416,2.3996622562408447
ILP,200,0.3,"RNDN200D0.3R0.0001P(75, 175)I2",790808.0,790868.0,9.0,3.8867900371551514,0.0075866010509971,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(75, 175)I2",790868.0,790868.0,19.0,31.587570190429688,0.0,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(75, 175)I2",,,,3.60971999168396,,820671.0,1.8951349258422852,1.7145850658416748
ILP,200,0.3,"RNDN200D0.3R0.0001P(100, 200)I0",948223.0,948301.0,11.0,7.452676057815552,0.0082252365019123,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(100, 200)I0",948215.25,948302.0,13.0,7.754899024963379,0.0091479296679872,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(100, 200)I0",,,,2.8009109497070312,,982617.0,1.7846081256866455,1.0163028240203855
ILP,200,0.3,"RNDN200D0.3R0.0001P(100, 200)I1",947259.3333333336,947330.0,4.0,6.48771595954895,0.0074595617859153,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(100, 200)I1",947259.2666666666,947281.0,6.0,11.658303022384644,0.0022942857856745,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(100, 200)I1",,,,1.99531888961792,,982745.0,1.8864338397979736,0.1088850498199462
ILP,200,0.3,"RNDN200D0.3R0.0001P(100, 200)I2",946517.4999999992,946607.0,4.0,1.4311821460723877,0.0094548212722719,,,
MILP,200,0.3,"RNDN200D0.3R0.0001P(100, 200)I2",946518.0,946605.0,13.0,9.958669900894163,0.0091907395376107,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0001P(100, 200)I2",,,,3.1108310222625732,,981348.0,1.5184800624847412,1.592350959777832
ILP,200,0.3,"RNDN200D0.3R0.0002P(25, 125)I0",976417.0235294116,976477.0,13.0,19.95318102836609,0.0061421283438804,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(25, 125)I0",976397.938271605,976488.0,9.0,7.2961390018463135,0.0092230245937539,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(25, 125)I0",,,,3.772038221359253,,984440.0,2.571237087249756,1.200801134109497
ILP,200,0.3,"RNDN200D0.3R0.0002P(25, 125)I1",969990.5,970073.0,9.0,8.035830020904541,0.0085045146086943,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(25, 125)I1",970025.0909090908,970121.0,8.0,7.329288959503174,0.0098863019055415,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(25, 125)I1",,,,3.886510848999023,,977788.0,2.2117209434509277,1.6747899055480957
ILP,200,0.3,"RNDN200D0.3R0.0002P(25, 125)I2",965156.027027027,965251.0,5.0,10.71066403388977,0.0098391996457933,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(25, 125)I2",965175.8,965264.0,4.0,3.822100877761841,0.0091373966086034,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(25, 125)I2",,,,2.990504026412964,,975696.0,2.7651820182800293,0.2253220081329345
ILP,200,0.3,"RNDN200D0.3R0.0002P(50, 150)I0",1304943.0263157892,1305070.0,10.0,19.675196886062626,0.0097292623545707,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(50, 150)I0",1304977.858974359,1305104.0,4.0,2.4414398670196533,0.0096652087221402,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(50, 150)I0",,,,3.4430806636810303,,1313558.0,2.98994779586792,0.4531328678131103
ILP,200,0.3,"RNDN200D0.3R0.0002P(50, 150)I1",1299362.758620689,1299481.0,5.0,8.855597019195557,0.0090991233662574,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(50, 150)I1",1299362.7027027027,1299481.0,3.0,4.13695502281189,0.009103426467742,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(50, 150)I1",,,,4.949363708496094,,1306544.0,3.0004258155822754,1.9489378929138184
ILP,200,0.3,"RNDN200D0.3R0.0002P(50, 150)I2",1307224.727272727,1307322.0,4.0,8.81072211265564,0.007440609679401,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(50, 150)I2",1307225.037037037,1307314.0,15.0,16.221884965896606,0.0068050187608271,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(50, 150)I2",,,,3.7196218967437744,,1315265.0,2.8036210536956787,0.9160008430480956
ILP,200,0.3,"RNDN200D0.3R0.0002P(75, 175)I0",1627175.333333332,1627304.0,5.0,7.411381006240845,0.0079067381797218,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(75, 175)I0",1627208.7692307692,1627346.0,11.0,7.611169099807739,0.0084327960514083,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(75, 175)I0",,,,3.70646595954895,,1634737.0,3.069413900375366,0.637052059173584
ILP,200,0.3,"RNDN200D0.3R0.0002P(75, 175)I1",1624950.0,1624982.0,8.0,9.654574871063232,0.0019692525824901,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(75, 175)I1",1624905.411764706,1625043.0,10.0,6.459214925765991,0.0084667442827039,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(75, 175)I1",,,,2.931859016418457,,1633821.0,2.554183006286621,0.3776760101318359
ILP,200,0.3,"RNDN200D0.3R0.0002P(75, 175)I2",1627307.05263158,1627448.0,8.0,16.540410041809082,0.008660637293478,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(75, 175)I2",1627323.9615384615,1627462.0,15.0,14.914130926132202,0.0084818239404973,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(75, 175)I2",,,,5.6977338790893555,,1631720.0,4.118417978286743,1.5793159008026123
ILP,200,0.3,"RNDN200D0.3R0.0002P(100, 200)I0",1950377.263157895,1950473.0,10.0,11.49795699119568,0.0049083910469374,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(100, 200)I0",1950309.3259259255,1950476.0,7.0,2.818964958190918,0.0085453024838169,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(100, 200)I0",,,,4.6801228523254395,,1960730.0,2.9289960861206055,1.751126766204834
ILP,200,0.3,"RNDN200D0.3R0.0002P(100, 200)I1",1952380.6666666665,1952413.0,5.0,4.954993963241577,0.0016560703772061,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(100, 200)I1",1952379.9516129033,1952549.0,6.0,5.493268013000488,0.008657830717525,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(100, 200)I1",,,,3.057694673538208,,1963514.0,1.8773229122161863,1.1803717613220217
ILP,200,0.3,"RNDN200D0.3R0.0002P(100, 200)I2",1951796.0,1951950.0,6.0,12.437039136886597,0.0078895463510848,,,
MILP,200,0.3,"RNDN200D0.3R0.0002P(100, 200)I2",1951796.0,1951836.0,6.0,8.764465093612671,0.0020493525070753,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0002P(100, 200)I2",,,,2.7297780513763428,,1958765.0,2.440840005874634,0.288938045501709
ILP,200,0.3,"RNDN200D0.3R0.0003P(25, 125)I0",1477756.1111111075,1477826.0,11.0,16.26375102996826,0.0047291689882628,,,
MILP,200,0.3,"RNDN200D0.3R0.0003P(25, 125)I0",1477768.375,1477884.0,11.0,8.111205101013184,0.0078236857561215,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0003P(25, 125)I0",,,,3.692332983016968,,1473243.0,3.6462440490722656,0.0460889339447021
ILP,200,0.3,"RNDN200D0.3R0.0003P(25, 125)I1",1484509.1999989983,1484573.0,10.0,14.734819889068604,0.0042975320850811,,,
MILP,200,0.3,"RNDN200D0.3R0.0003P(25, 125)I1",1484480.2,1484537.0,18.0,12.285361051559448,0.0038261087463664,,,
Matheuristic,200,0.3,"RNDN200D0.3R0.0003P(25, 125)I1",,,,4.572770595550537,,1477324.0,3.614204883575439,0.9585657119750975
ILP,200,0.3,"RNDN200D0.3R0.0003P(25, 125)I2",1477064.136363641,1477129.0,10.0,26.59989905357361,0.0043911964601155,,,
