method,n,d,instance_id,LB,UB,Cuts,TotalTime,Gap%,Cost,FirstStageTime,SecondStageTime
MILP,300,0.2,"RNDN300D0.2R3e-05P(25, 125)I0",300952.65467625903,300982.0,4.0,25.11473798751831,0.0097498600384642,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(25, 125)I0",,,,1.73882794380188,,294537.0,1.4726698398590088,0.2661581039428711
ILP,300,0.2,"RNDN300D0.2R3e-05P(25, 125)I1",301738.0,301763.0,4.0,6.028473138809204,0.0082846472231519,,,
MILP,300,0.2,"RNDN300D0.2R3e-05P(25, 125)I1",301737.3333333334,301762.0,8.0,25.533299922943115,0.0081742123483499,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(25, 125)I1",,,,6.241506099700928,,294657.0,2.546243190765381,3.695262908935547
ILP,300,0.2,"RNDN300D0.2R3e-05P(25, 125)I2",301326.0,301344.0,10.0,28.59865689277649,0.0059732398853137,,,
MILP,300,0.2,"RNDN300D0.2R3e-05P(25, 125)I2",301327.2413793104,301344.0,18.0,50.450419902801514,0.0055612923070056,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(25, 125)I2",,,,7.400419950485229,,294128.0,5.116456031799316,2.283963918685913
ILP,300,0.2,"RNDN300D0.2R3e-05P(50, 150)I0",405346.2,405353.0,3.0,12.286205053329468,0.0016775501846509,,,
MILP,300,0.2,"RNDN300D0.2R3e-05P(50, 150)I0",405353.0,405353.0,10.0,13.112751960754396,0.0,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(50, 150)I0",,,,3.4450759887695312,,394137.0,1.6840438842773438,1.7610321044921875
ILP,300,0.2,"RNDN300D0.2R3e-05P(50, 150)I1",406465.0,406476.0,8.0,31.58540987968445,0.002706186835139,,,
MILP,300,0.2,"RNDN300D0.2R3e-05P(50, 150)I1",406447.7402597402,406476.0,16.0,23.47661399841309,0.0069523760959538,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(50, 150)I1",,,,4.1672680377960205,,396550.0,3.6418910026550297,0.5253770351409912
ILP,300,0.2,"RNDN300D0.2R3e-05P(50, 150)I2",400158.0,400183.0,9.0,12.112384796142578,0.0062471419325658,,,
MILP,300,0.2,"RNDN300D0.2R3e-05P(50, 150)I2",400175.0,400180.0,17.0,41.403894901275635,0.0012494377530111,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(50, 150)I2",,,,7.847544193267822,,390150.0,3.2624971866607666,4.585047006607056
ILP,300,0.2,"RNDN300D0.2R3e-05P(75, 175)I0",508030.2285714285,508069.0,12.0,63.840312004089355,0.0076311344662811,,,
MILP,300,0.2,"RNDN300D0.2R3e-05P(75, 175)I0",508030.2285714286,508080.0,7.0,14.617444038391112,0.0097959826348948,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(75, 175)I0",,,,3.1986007690429688,,492818.0,2.5541911125183105,0.6444096565246582
ILP,300,0.2,"RNDN300D0.2R3e-05P(75, 175)I1",505584.012499,505590.0,7.0,60.532845973968506,0.0011842601712842,,,
MILP,300,0.2,"RNDN300D0.2R3e-05P(75, 175)I1",505563.4499999999,505590.0,5.0,18.462618112564087,0.0052512905714208,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(75, 175)I1",,,,5.737390041351318,,492589.0,1.3326959609985352,4.404694080352783
ILP,300,0.2,"RNDN300D0.2R3e-05P(75, 175)I2",505124.0,505129.0,3.0,7.1252570152282715,0.0009898461581101,,,
MILP,300,0.2,"RNDN300D0.2R3e-05P(75, 175)I2",505124.0,505129.0,4.0,20.131511926651,0.0009898461581101,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(75, 175)I2",,,,1.9175357818603516,,491206.0,1.4447999000549316,0.4727358818054199
ILP,300,0.2,"RNDN300D0.2R3e-05P(100, 200)I0",603836.0,603858.0,5.0,3.800323963165283,0.0036432406294194,,,
MILP,300,0.2,"RNDN300D0.2R3e-05P(100, 200)I0",603844.7142857143,603860.0,7.0,6.5003180503845215,0.0025313341313683,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(100, 200)I0",,,,6.9785380363464355,,586341.0,2.4687271118164062,4.509810924530029
ILP,300,0.2,"RNDN300D0.2R3e-05P(100, 200)I1",609047.0,609086.0,4.0,6.173206090927124,0.0064030366811911,,,
MILP,300,0.2,"RNDN300D0.2R3e-05P(100, 200)I1",609070.0,609106.0,14.0,97.06679701805116,0.0059103013268626,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(100, 200)I1",,,,7.974608898162842,,588203.0,3.108743906021118,4.865864992141724
ILP,300,0.2,"RNDN300D0.2R3e-05P(100, 200)I2",608955.1867647064,609013.0,14.0,57.329430103302,0.0094929394435928,,,
MILP,300,0.2,"RNDN300D0.2R3e-05P(100, 200)I2",608971.4444444444,609028.0,12.0,24.392948865890503,0.0092861995763118,,,
Matheuristic,300,0.2,"RNDN300D0.2R3e-05P(100, 200)I2",,,,6.765350103378296,,589944.0,3.5946061611175537,3.170743942260742
ILP,300,0.3,"RNDN300D0.3R1e-05P(25, 125)I0",225090.00000000003,225092.0,9.0,24.69050097465515,0.0008885255806385,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(25, 125)I0",225072.2972027972,225092.0,7.0,22.02371907234192,0.0087532196625383,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(25, 125)I0",,,,6.776158094406128,,242163.0,1.7226331233978271,5.053524971008301
ILP,300,0.3,"RNDN300D0.3R1e-05P(25, 125)I1",222869.0434782608,222889.0,6.0,53.374303102493286,0.0089535695970742,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(25, 125)I1",222868.5362318841,222878.0,3.0,22.42151713371277,0.0042461652186113,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(25, 125)I1",,,,2.220611810684204,,241059.0,1.6124060153961182,0.6082057952880859
ILP,300,0.3,"RNDN300D0.3R1e-05P(25, 125)I2",222109.0,222109.0,1.0,2.26603102684021,0.0,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(25, 125)I2",222109.0,222109.0,1.0,1.874294996261597,0.0,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(25, 125)I2",,,,5.484340190887451,,240773.0,1.5101399421691897,3.9742002487182617
ILP,300,0.3,"RNDN300D0.3R1e-05P(50, 150)I0",299503.0,299517.0,3.0,18.64854884147644,0.0046741921159733,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(50, 150)I0",299502.3333333333,299517.0,3.0,32.685805797576904,0.0048967726929309,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(50, 150)I0",,,,2.445197105407715,,322039.0,1.6730000972747805,0.7721970081329346
ILP,300,0.3,"RNDN300D0.3R1e-05P(50, 150)I1",298501.0,298501.0,10.0,32.495079040527344,0.0,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(50, 150)I1",298489.0,298501.0,8.0,66.96971011161804,0.0040200870348843,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(50, 150)I1",,,,3.0452821254730225,,320050.0,2.7947840690612793,0.2504980564117431
ILP,300,0.3,"RNDN300D0.3R1e-05P(50, 150)I2",303829.0,303838.0,8.0,55.363455057144165,0.0029621048058504,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(50, 150)I2",303826.0,303848.0,10.0,31.307507038116455,0.0072404623364313,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(50, 150)I2",,,,3.3914668560028076,,323843.0,2.3152730464935303,1.0761938095092771
ILP,300,0.3,"RNDN300D0.3R1e-05P(75, 175)I0",377702.0,377713.0,5.0,6.747153997421265,0.0029122640735161,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(75, 175)I0",377701.4,377727.0,6.0,19.187381982803345,0.006777381548043,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(75, 175)I0",,,,3.824082136154175,,401912.0,2.44828200340271,1.3758001327514648
ILP,300,0.3,"RNDN300D0.3R1e-05P(75, 175)I1",375733.0,375739.0,7.0,54.73513197898865,0.0015968531347557,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(75, 175)I1",375732.5,375739.0,3.0,19.768224954605103,0.0017299242293187,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(75, 175)I1",,,,4.2485997676849365,,401112.0,1.5583438873291016,2.690255880355835
ILP,300,0.3,"RNDN300D0.3R1e-05P(75, 175)I2",373040.0,373058.0,3.0,51.83815908432007,0.0048249869993405,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(75, 175)I2",373039.61904761905,373058.0,6.0,46.47453999519348,0.0049271031263092,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(75, 175)I2",,,,9.830866813659668,,398923.0,1.7379930019378662,8.092873811721802
ILP,300,0.3,"RNDN300D0.3R1e-05P(100, 200)I0",450448.0,450471.0,9.0,52.91680407524109,0.005105767074906,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(100, 200)I0",450447.25,450471.0,9.0,31.056122064590458,0.0052722594795225,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(100, 200)I0",,,,4.183549880981445,,480713.0,1.7993478775024414,2.384202003479004
ILP,300,0.3,"RNDN300D0.3R1e-05P(100, 200)I1",453384.0,453415.0,10.0,61.060139894485474,0.0068370036280228,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(100, 200)I1",453358.5,453401.0,7.0,18.923410892486572,0.0093736008522257,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(100, 200)I1",,,,7.095578193664551,,482775.0,2.054521083831787,5.041057109832764
ILP,300,0.3,"RNDN300D0.3R1e-05P(100, 200)I2",453531.0,453538.0,13.0,42.19316482543945,0.0015434208379452,,,
MILP,300,0.3,"RNDN300D0.3R1e-05P(100, 200)I2",453538.0,453538.0,10.0,23.769992113113403,0.0,,,
Matheuristic,300,0.3,"RNDN300D0.3R1e-05P(100, 200)I2",,,,5.9084718227386475,,482358.0,2.3466689586639404,3.561802864074707
ILP,300,0.3,"RNDN300D0.3R2e-05P(25, 125)I0",476193.0,476193.0,1.0,1.9137330055236816,0.0,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(25, 125)I0",476193.0,476193.0,1.0,0.730644941329956,0.0,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(25, 125)I0",,,,13.303725719451904,,482537.0,1.9999067783355713,11.303818941116331
ILP,300,0.3,"RNDN300D0.3R2e-05P(25, 125)I1",477560.31506849313,477589.0,5.0,40.01551294326782,0.0060061960193531,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(25, 125)I1",477569.50000000006,477617.0,8.0,50.63684105873108,0.0099452071429496,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(25, 125)I1",,,,11.513692140579224,,483329.0,3.9797301292419434,7.53396201133728
ILP,300,0.3,"RNDN300D0.3R2e-05P(25, 125)I2",476304.0,476325.0,6.0,10.577182054519652,0.0044087545268461,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(25, 125)I2",476303.2,476344.0,8.0,36.04446196556091,0.0085652385670835,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(25, 125)I2",,,,6.884620904922485,,482582.0,2.4941580295562744,4.390462875366211
ILP,300,0.3,"RNDN300D0.3R2e-05P(50, 150)I0",639084.0,639144.0,11.0,27.283751964569092,0.0093875558559573,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(50, 150)I0",639108.0,639171.0,6.0,30.669660091400143,0.0098565172700263,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(50, 150)I0",,,,7.180452108383179,,645287.0,4.121129035949707,3.0593230724334717
ILP,300,0.3,"RNDN300D0.3R2e-05P(50, 150)I1",636576.0000000002,636617.0,4.0,14.694772005081177,0.0064402929861702,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(50, 150)I1",636575.7692307692,636630.0,6.0,18.506752014160156,0.0085184124579035,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(50, 150)I1",,,,5.637866735458374,,642117.0,4.068374872207642,1.5694918632507324
ILP,300,0.3,"RNDN300D0.3R2e-05P(50, 150)I2",639508.0,639540.0,3.0,47.83908200263977,0.0050035963348656,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(50, 150)I2",639506.3333333334,639542.0,3.0,16.430316925048828,0.0055769076411913,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(50, 150)I2",,,,4.70865797996521,,644713.0,2.0937371253967285,2.6149208545684814
ILP,300,0.3,"RNDN300D0.3R2e-05P(75, 175)I0",798240.0,798264.0,5.0,14.60476803779602,0.0030065241574216,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(75, 175)I0",798239.888888889,798294.0,4.0,10.91116189956665,0.0067783437068307,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(75, 175)I0",,,,5.385975122451782,,804630.0,1.9549381732940672,3.431036949157715
ILP,300,0.3,"RNDN300D0.3R2e-05P(75, 175)I1",794511.0,794583.0,9.0,20.440208911895752,0.0090613567116336,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(75, 175)I1",794502.0,794546.0,4.0,9.25448489189148,0.0055377536354094,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(75, 175)I1",,,,8.60513973236084,,801921.0,2.8741958141326904,5.730943918228149
ILP,300,0.3,"RNDN300D0.3R2e-05P(75, 175)I2",799315.0,799352.0,7.0,18.395492792129517,0.0046287492869224,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(75, 175)I2",799294.5333333333,799366.0,9.0,41.000123023986816,0.0089404186150867,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(75, 175)I2",,,,9.019798994064333,,804407.0,3.2985270023345947,5.721271991729736
ILP,300,0.3,"RNDN300D0.3R2e-05P(100, 200)I0",957132.0833333336,957210.0,6.0,35.93791890144348,0.0081399762503938,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(100, 200)I0",957133.0,957210.0,9.0,28.29567289352417,0.0080442118239466,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(100, 200)I0",,,,10.866872787475586,,963791.0,2.4593729972839355,8.40749979019165
ILP,300,0.3,"RNDN300D0.3R2e-05P(100, 200)I1",954008.0,954008.0,5.0,34.73176407814026,0.0,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(100, 200)I1",953993.0,954086.0,9.0,23.86135697364807,0.0097475489630913,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(100, 200)I1",,,,3.89138388633728,,961415.0,2.280924081802368,1.610459804534912
ILP,300,0.3,"RNDN300D0.3R2e-05P(100, 200)I2",955289.306816182,955384.0,6.0,40.042648792266846,0.0099115312605211,,,
MILP,300,0.3,"RNDN300D0.3R2e-05P(100, 200)I2",955287.4,955316.0,6.0,28.726195812225345,0.0029937737879378,,,
Matheuristic,300,0.3,"RNDN300D0.3R2e-05P(100, 200)I2",,,,3.1530637741088867,,962895.0,2.306401014328003,0.8466627597808838
ILP,300,0.3,"RNDN300D0.3R3e-05P(25, 125)I0",734770.0,734790.0,11.0,37.596668004989624,0.0027218661114059,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(25, 125)I0",734769.320754717,734806.0,10.0,26.675158977508545,0.0049916910426714,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(25, 125)I0",,,,8.330164194107056,,724409.0,4.324913024902344,4.005251169204712
ILP,300,0.3,"RNDN300D0.3R3e-05P(25, 125)I1",733221.0759493671,733235.0,7.0,7.213721036911011,0.0018989888143452,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(25, 125)I1",733220.9130434783,733235.0,8.0,25.498822927474976,0.0019212062328897,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(25, 125)I1",,,,7.76757025718689,,724441.0,4.391225099563599,3.376345157623291
ILP,300,0.3,"RNDN300D0.3R3e-05P(25, 125)I2",729466.7058823525,729504.0,3.0,11.832032918930054,0.0051122567727464,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(25, 125)I2",729467.75,729530.0,6.0,21.73323917388916,0.0085328910394363,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(25, 125)I2",,,,5.640630006790161,,719493.0,3.414961814880371,2.22566819190979
ILP,300,0.3,"RNDN300D0.3R3e-05P(50, 150)I0",978260.8571428572,978335.0,4.0,28.26860499382019,0.0075784733391773,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(50, 150)I0",978260.375,978320.0,7.0,38.05574297904968,0.006094631613378,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(50, 150)I0",,,,13.209584712982178,,963375.0,3.6579158306121826,9.551668882369995
ILP,300,0.3,"RNDN300D0.3R3e-05P(50, 150)I1",981549.2916666667,981588.0,3.0,9.53187894821167,0.003943439949679,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(50, 150)I1",981545.9583333333,981576.0,8.0,40.932214975357056,0.003060554319456,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(50, 150)I1",,,,7.046405792236328,,965553.0,3.1072299480438232,3.939175844192505
ILP,300,0.3,"RNDN300D0.3R3e-05P(50, 150)I2",980016.8000000004,980050.0,9.0,13.942606925964355,0.0033875822661705,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(50, 150)I2",980016.7,980092.0,8.0,14.428889989852903,0.0076829522126422,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(50, 150)I2",,,,7.214739084243774,,963576.0,3.89100193977356,3.323737144470215
ILP,300,0.3,"RNDN300D0.3R3e-05P(75, 175)I0",1227349.0773983805,1227401.0,7.0,36.868123054504395,0.0042302883588766,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(75, 175)I0",1227353.3333333333,1227460.0,10.0,24.936256885528564,0.0086900319901865,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(75, 175)I0",,,,9.577160120010376,,1206364.0,6.193061113357544,3.384099006652832
ILP,300,0.3,"RNDN300D0.3R3e-05P(75, 175)I1",1223571.4545454548,1223611.0,3.0,6.832396984100342,0.0032318649101045,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(75, 175)I1",1223571.7105263155,1223601.0,11.0,15.675544023513794,0.0023937111594606,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(75, 175)I1",,,,13.51235008239746,,1204393.0,4.328850984573364,9.183499097824097
ILP,300,0.3,"RNDN300D0.3R3e-05P(75, 175)I2",1225856.0,1225869.0,6.0,29.763136863708496,0.0010604722037999,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(75, 175)I2",1225855.625,1225877.0,4.0,5.376528024673462,0.0017436496483741,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(75, 175)I2",,,,5.140949010848999,,1204945.0,2.1780290603637695,2.9629199504852295
ILP,300,0.3,"RNDN300D0.3R3e-05P(100, 200)I0",1473058.5,1473087.0,7.0,67.7879068851471,0.0019347126137152,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(100, 200)I0",1473082.0,1473139.0,2.0,3.3663690090179443,0.0038692886414656,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(100, 200)I0",,,,4.131930112838745,,1447501.0,2.318519115447998,1.813410997390747
ILP,300,0.3,"RNDN300D0.3R3e-05P(100, 200)I1",1469566.2727272727,1469657.0,2.0,7.97652006149292,0.0061733637663273,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(100, 200)I1",1469565.6666666665,1469686.0,4.0,25.70926809310913,0.0081876899782326,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(100, 200)I1",,,,3.914601802825928,,1444365.0,2.561992883682251,1.3526089191436768
ILP,300,0.3,"RNDN300D0.3R3e-05P(100, 200)I2",1468986.875,1469079.0,8.0,22.96324896812439,0.006270935735927,,,
MILP,300,0.3,"RNDN300D0.3R3e-05P(100, 200)I2",1468996.375,1469104.0,10.0,57.72378993034363,0.0073258938781733,,,
Matheuristic,300,0.3,"RNDN300D0.3R3e-05P(100, 200)I2",,,,9.858643054962158,,1443990.0,3.0408520698547363,6.817790985107422
ILP,400,0.1,"RNDN400D0.1R1e-05P(25, 125)I0",57087.0,57087.0,9.0,26.80502200126648,0.0,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(25, 125)I0",57083.16666666667,57087.0,20.0,90.72552299499512,0.0067148971452843,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(25, 125)I0",,,,7.608078002929688,,71374.0,5.0780251026153564,2.530052900314331
ILP,400,0.1,"RNDN400D0.1R1e-05P(25, 125)I1",55270.0,55270.0,7.0,17.203465938568115,0.0,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(25, 125)I1",55270.0,55270.0,18.0,70.48742008209229,0.0,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(25, 125)I1",,,,16.718856811523438,,70265.0,5.042767763137817,11.67608904838562
ILP,400,0.1,"RNDN400D0.1R1e-05P(25, 125)I2",54654.0,54657.0,22.0,77.9214608669281,0.0054887754541961,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(25, 125)I2",54657.0,54657.0,33.0,98.89449095726012,0.0,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(25, 125)I2",,,,18.056507110595703,,68867.0,15.265926122665403,2.790580987930298
ILP,400,0.1,"RNDN400D0.1R1e-05P(50, 150)I0",74317.99999999997,74318.0,1.0,2.3557889461517334,0.0,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(50, 150)I0",74318.0,74318.0,10.0,28.133086919784542,0.0,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(50, 150)I0",,,,4.417133808135986,,92621.0,3.112989902496338,1.3041439056396484
ILP,400,0.1,"RNDN400D0.1R1e-05P(50, 150)I1",74754.0,74754.0,15.0,64.46223998069763,0.0,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(50, 150)I1",74754.0,74754.0,19.0,88.2514271736145,0.0,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(50, 150)I1",,,,23.560198068618774,,92686.0,12.30922508239746,11.250972986221312
ILP,400,0.1,"RNDN400D0.1R1e-05P(50, 150)I2",75664.0,75664.0,12.0,23.96601295471191,0.0,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(50, 150)I2",75664.0,75664.0,15.0,53.2239830493927,0.0,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(50, 150)I2",,,,10.263104677200316,,93574.0,6.675155878067017,3.587948799133301
ILP,400,0.1,"RNDN400D0.1R1e-05P(75, 175)I0",94543.0,94543.0,12.0,31.790971994400024,0.0,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(75, 175)I0",94543.0,94543.0,24.0,91.78825187683104,0.0,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(75, 175)I0",,,,8.819241046905518,,116744.0,8.172856092453003,0.6463849544525146
ILP,400,0.1,"RNDN400D0.1R1e-05P(75, 175)I1",95944.0,95944.0,5.0,25.009582996368408,0.0,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(75, 175)I1",95937.56756756756,95944.0,15.0,104.20239400863647,0.0067043613279003,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(75, 175)I1",,,,18.488494157791138,,116864.0,6.808421850204468,11.68007230758667
ILP,400,0.1,"RNDN400D0.1R1e-05P(75, 175)I2",95301.0,95301.0,10.0,28.93158507347107,0.0,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(75, 175)I2",95301.0,95301.0,22.0,71.25217294692993,0.0,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(75, 175)I2",,,,21.86880588531494,,116122.0,11.27216911315918,10.596636772155762
ILP,400,0.1,"RNDN400D0.1R1e-05P(100, 200)I0",113227.0,113227.0,18.0,115.00633883476256,0.0,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(100, 200)I0",113227.0,113227.0,21.0,70.78724002838135,0.0,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(100, 200)I0",,,,33.535364866256714,,140567.0,24.5739688873291,8.961395978927612
ILP,400,0.1,"RNDN400D0.1R1e-05P(100, 200)I1",114195.0,114195.0,11.0,41.05552387237549,0.0,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(100, 200)I1",114195.0,114195.0,29.0,72.59414601325989,0.0,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(100, 200)I1",,,,18.019267559051514,,139299.0,14.427278757095335,3.5919888019561768
ILP,400,0.1,"RNDN400D0.1R1e-05P(100, 200)I2",115971.0,115971.0,10.0,57.526094913482666,0.0,,,
MILP,400,0.1,"RNDN400D0.1R1e-05P(100, 200)I2",115971.0,115971.0,17.0,79.61395287513733,0.0,,,
Matheuristic,400,0.1,"RNDN400D0.1R1e-05P(100, 200)I2",,,,10.148653984069824,,140994.0,6.761733055114746,3.386920928955078
ILP,400,0.1,"RNDN400D0.1R2e-05P(25, 125)I0",134740.0,134746.0,13.0,29.913585901260376,0.004452822347231,,,
MILP,400,0.1,"RNDN400D0.1R2e-05P(25, 125)I0",134741.30769230772,134749.0,8.0,44.80063605308533,0.0057086195016534,,,
Matheuristic,400,0.1,"RNDN400D0.1R2e-05P(25, 125)I0",,,,15.34680199623108,,140393.0,5.263628244400024,10.083173751831056
ILP,400,0.1,"RNDN400D0.1R2e-05P(25, 125)I1",136586.0,136597.0,12.0,39.85105109214783,0.008052885495289,,,
MILP,400,0.1,"RNDN400D0.1R2e-05P(25, 125)I1",136591.85714285713,136597.0,20.0,71.07850694656372,0.003764985426378,,,
Matheuristic,400,0.1,"RNDN400D0.1R2e-05P(25, 125)I1",,,,17.290175914764404,,141809.0,16.128490924835205,1.1616849899291992
ILP,400,0.1,"RNDN400D0.1R2e-05P(25, 125)I2",134837.0,134837.0,20.0,86.88850903511047,0.0,,,
MILP,400,0.1,"RNDN400D0.1R2e-05P(25, 125)I2",134823.7142857143,134837.0,31.0,228.0602390766144,0.0098531666276393,,,
Matheuristic,400,0.1,"RNDN400D0.1R2e-05P(25, 125)I2",,,,23.668504238128666,,139760.0,21.87709593772888,1.7914083003997805
ILP,400,0.1,"RNDN400D0.1R2e-05P(50, 150)I0",183087.0,183089.0,11.0,49.57685208320618,0.0010923649154236,,,
MILP,400,0.1,"RNDN400D0.1R2e-05P(50, 150)I0",183073.0,183089.0,17.0,67.97668290138245,0.0087389193233891,,,
Matheuristic,400,0.1,"RNDN400D0.1R2e-05P(50, 150)I0",,,,8.695037841796875,,187184.0,3.336284875869751,5.358752965927124
ILP,400,0.1,"RNDN400D0.1R2e-05P(50, 150)I1",181525.0,181540.0,21.0,156.29097890853882,0.0082626418420182,,,
MILP,400,0.1,"RNDN400D0.1R2e-05P(50, 150)I1",181535.25925925924,181540.0,11.0,64.1790919303894,0.0026114028537837,,,
Matheuristic,400,0.1,"RNDN400D0.1R2e-05P(50, 150)I1",,,,9.381442070007324,,186611.0,5.0384509563446045,4.34299111366272
ILP,400,0.1,"RNDN400D0.1R2e-05P(50, 150)I2",182609.0,182626.0,8.0,57.76706409454346,0.0093086417049051,,,
MILP,400,0.1,"RNDN400D0.1R2e-05P(50, 150)I2",182618.18404907975,182626.0,24.0,140.99816298484802,0.0042797580411459,,,
Matheuristic,400,0.1,"RNDN400D0.1R2e-05P(50, 150)I2",,,,9.482884645462036,,185774.0,2.759553909301758,6.723330736160278
ILP,400,0.1,"RNDN400D0.1R2e-05P(75, 175)I0",229016.0,229035.0,10.0,18.75945210456848,0.0082956753334643,,,
MILP,400,0.1,"RNDN400D0.1R2e-05P(75, 175)I0",229031.3107344633,229037.0,27.0,115.79626679420473,0.0024839940868494,,,
